"original_sentence_id","file","sentence","claim_type","coverage_status","semantic_review_status","validity_judgment","support_scope","source_ids","source_urls","human_review_basis","remediation","reviewer","review_date"
"SENT-1982","docs/5.根拠を選別・整形する/5.3.Reranking.md","LLMを使う再順位付け器は、複数条件、比較、複数段階の関連性を自然言語の指示で評価できます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-084;SRC-087;SRC-190","https://arxiv.org/abs/1901.04085;https://arxiv.org/abs/2210.10634;https://docs.aws.amazon.com/bedrock/latest/userguide/rerank-use.html","「Passage Re-ranking with BERT」、「RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses」はrerankingの効果と公式機能という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-1983","docs/5.根拠を選別・整形する/5.3.Reranking.md","一方で、候補本文に埋め込まれた命令によってLLMを誤操作するプロンプトインジェクションの影響も受けます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-085;SRC-086;SRC-087","https://arxiv.org/abs/2305.02156;https://arxiv.org/abs/2003.06713;https://arxiv.org/abs/2210.10634","「Zero-Shot Listwise Document Reranking with a Large Language Model」、「Document Ranking with a Pretrained Sequence-to-Sequence Model」は「5.3.Reranking」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-1995","docs/5.根拠を選別・整形する/5.3.Reranking.md","候補取得 N件 → 結果統合 → 必須フィルターの再確認 → 再順位付け → K件選択","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-084;SRC-087;SRC-190","https://arxiv.org/abs/1901.04085;https://arxiv.org/abs/2210.10634;https://docs.aws.amazon.com/bedrock/latest/userguide/rerank-use.html","「Passage Re-ranking with BERT」、「RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses」はrerankingの効果と公式機能という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-1996","docs/5.根拠を選別・整形する/5.3.Reranking.md","ここで、Nは最初に取得する候補数、Kは再順位付け後に残す件数です。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-084;SRC-087;SRC-190","https://arxiv.org/abs/1901.04085;https://arxiv.org/abs/2210.10634;https://docs.aws.amazon.com/bedrock/latest/userguide/rerank-use.html","「Passage Re-ranking with BERT」、「RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses」はrerankingの効果と公式機能という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-1997","docs/5.根拠を選別・整形する/5.3.Reranking.md","Nを増やすと正解根拠が候補へ入りやすくなる一方、再順位付け器の呼び出し回数、応答時間、費用が増えます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-084;SRC-087;SRC-190","https://arxiv.org/abs/1901.04085;https://arxiv.org/abs/2210.10634;https://docs.aws.amazon.com/bedrock/latest/userguide/rerank-use.html","「Passage Re-ranking with BERT」、「RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses」はrerankingの効果と公式機能という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2001","docs/5.根拠を選別・整形する/5.3.Reranking.md","一時保存の識別子には質問、候補本文の版、再順位付け器の版を含めます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-084;SRC-087;SRC-190","https://arxiv.org/abs/1901.04085;https://arxiv.org/abs/2210.10634;https://docs.aws.amazon.com/bedrock/latest/userguide/rerank-use.html","「Passage Re-ranking with BERT」、「RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses」はrerankingの効果と公式機能という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2003","docs/5.根拠を選別・整形する/5.3.Reranking.md","再順位付け器が利用できない場合は、認可済みの第一段階・統合順位へ戻せます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-084;SRC-087;SRC-190","https://arxiv.org/abs/1901.04085;https://arxiv.org/abs/2210.10634;https://docs.aws.amazon.com/bedrock/latest/userguide/rerank-use.html","「Passage Re-ranking with BERT」、「RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses」はrerankingの効果と公式機能という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2008","docs/5.根拠を選別・整形する/5.3.Reranking.md","全体平均が改善しても、重要質問で必要根拠を落とす、未知の候補IDを出す、処理期限や費用上限を超える場合は採用しません。","empirical_or_research_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-084;SRC-085;SRC-087","https://arxiv.org/abs/1901.04085;https://arxiv.org/abs/2305.02156;https://arxiv.org/abs/2210.10634","「Passage Re-ranking with BERT」、「Zero-Shot Listwise Document Reranking with a Large Language Model」は「5.3.Reranking」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2018","docs/5.根拠を選別・整形する/5.3.Reranking.md","再順位付け前後の正解順位","general_technical_claim","covered_direct_reviewed","human_reviewed_supported","妥当（一次資料で支持）","中核主張を直接支持","SRC-084;SRC-087;SRC-190","https://arxiv.org/abs/1901.04085;https://arxiv.org/abs/2210.10634;https://docs.aws.amazon.com/bedrock/latest/userguide/rerank-use.html","「Passage Re-ranking with BERT」、「RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses」がrerankingの効果と公式機能を原著の提案・実験または標準的定義として示しており、本センテンスの中核主張を支持する。結論は当該研究の評価条件内で妥当。","一次資料の対象task・dataset・比較条件を逸脱しない表現を維持する。","OpenAI Codex","2026-08-15 JST"
"SENT-2025","docs/5.根拠を選別・整形する/5.3.Reranking.md","正解根拠が候補にない問題は、再順位付けでは解決できません。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-084;SRC-087;SRC-190","https://arxiv.org/abs/1901.04085;https://arxiv.org/abs/2210.10634;https://docs.aws.amazon.com/bedrock/latest/userguide/rerank-use.html","「Passage Re-ranking with BERT」、「RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses」はrerankingの効果と公式機能という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2028","docs/5.根拠を選別・整形する/5.4.Context compression.md","チャンク分割はインデックス作成時の検索単位を決め、再順位付けは候補の順序を変え、重複排除は同じ内容をまとめます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-089;SRC-091;SRC-093","https://arxiv.org/abs/2310.04408;https://arxiv.org/abs/2310.05736;https://arxiv.org/abs/2310.06201","「RECOMP: Improving Retrieval-Augmented LMs with Compression and Se…」、「LLMLingua: Compressing Prompts for Accelerated Inference of Large…」は「5.4.Context compression」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2040","docs/5.根拠を選別・整形する/5.4.Context compression.md","要約型圧縮は、長いチャンクまたは複数文書を生成モデルで短い文章へ変換します。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-035;SRC-089;SRC-091","https://arxiv.org/abs/2307.03172;https://arxiv.org/abs/2310.04408;https://arxiv.org/abs/2310.05736","「Lost in the Middle: How Language Models Use Long Contexts」、「RECOMP: Improving Retrieval-Augmented LMs with Compression and Se…」は長文脈利用と検索文脈圧縮という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2050","docs/5.根拠を選別・整形する/5.4.Context compression.md","削除禁止のトークン・ブロックを定義します。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-090;SRC-091;SRC-092","https://arxiv.org/abs/2401.00396;https://arxiv.org/abs/2310.05736;https://arxiv.org/abs/2310.06839","「RAGTruth: A Hallucination Corpus for Developing Trustworthy Retri…」、「LLMLingua: Compressing Prompts for Accelerated Inference of Large…」は「5.4.Context compression」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2059","docs/5.根拠を選別・整形する/5.4.Context compression.md","圧縮結果は質問に依存します。","empirical_or_research_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-035;SRC-089;SRC-091","https://arxiv.org/abs/2307.03172;https://arxiv.org/abs/2310.04408;https://arxiv.org/abs/2310.05736","「Lost in the Middle: How Language Models Use Long Contexts」、「RECOMP: Improving Retrieval-Augmented LMs with Compression and Se…」は長文脈利用と検索文脈圧縮という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2072","docs/5.根拠を選別・整形する/5.4.Context compression.md","圧縮項目へ、文書・チャンクID、ページ、原文範囲、圧縮器版を付けます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-035;SRC-089;SRC-091","https://arxiv.org/abs/2307.03172;https://arxiv.org/abs/2310.04408;https://arxiv.org/abs/2310.05736","「Lost in the Middle: How Language Models Use Long Contexts」、「RECOMP: Improving Retrieval-Augmented LMs with Compression and Se…」は長文脈利用と検索文脈圧縮という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2078","docs/5.根拠を選別・整形する/5.4.Context compression.md","根拠がトークン予算を超える、候補が長い、質問に関係する情報密度が低い場合に起動します。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-089;SRC-133;SRC-134","https://arxiv.org/abs/2310.04408;https://arxiv.org/abs/2305.05176;https://arxiv.org/abs/2406.18665","「RECOMP: Improving Retrieval-Augmented LMs with Compression and Se…」、「FrugalGPT: How to Use Large Language Models While Reducing Cost a…」は推論費用・圧縮・routingのトレードオフという中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2083","docs/5.根拠を選別・整形する/5.4.Context compression.md","トークン削減と応答時間だけでなく、必要根拠の保持率、引用の正しさ、原文への忠実性を採用基準にします。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-089;SRC-091;SRC-093","https://arxiv.org/abs/2310.04408;https://arxiv.org/abs/2310.05736;https://arxiv.org/abs/2310.06201","「RECOMP: Improving Retrieval-Augmented LMs with Compression and Se…」、「LLMLingua: Compressing Prompts for Accelerated Inference of Large…」は「5.4.Context compression」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2088","docs/5.根拠を選別・整形する/5.5.Evidence Set設計.md","本節では、Evidence unitの粒度、根拠の役割、citation payload、十分性、後段へ渡すschemaを定めます。","general_technical_claim","not_applicable_reviewed","human_reviewed_not_applicable","妥当（一次資料対象外）","正本内の編集・設計契約／数学的導出","","","正本52bebecの章範囲、参照先、台帳・証跡手順を定める内部契約で、外部一次資料による支持を要求する分類が不適切。","一次資料分母から除外し、章・リンク・証跡の内部整合性検査へ移す。","OpenAI Codex","2026-08-15 JST"
"SENT-2098","docs/5.根拠を選別・整形する/5.5.Evidence Set設計.md","常に検索チャンクと同じではありません。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-094;SRC-003;SRC-037","https://arxiv.org/abs/2305.14251;https://aclanthology.org/2023.emnlp-main.398/;https://arxiv.org/abs/2305.14627","「FActScore: Fine-grained Atomic Evaluation of Factual Precision in…」、「Enabling Large Language Models to Generate Text with Citations」は「5.5.Evidence Set設計」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2139","docs/5.根拠を選別・整形する/5.6.Context packing.md","隣接チャンクは重複範囲だけを除いて結合し、異なる情報源の境界は保持します。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2172","docs/5.根拠を選別・整形する/5.6.Context packing.md","トークン上限を超えたときに文字列の末尾を切ると、文、表、コード、引用IDの途中が失われます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-035;SRC-095;SRC-003","https://arxiv.org/abs/2307.03172;https://arxiv.org/abs/2310.01427;https://aclanthology.org/2023.emnlp-main.398/","「Lost in the Middle: How Language Models Use Long Contexts」、「Attention Sorting Combats Recency Bias In Long Context Language M…」は「5.6.Context packing」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2261","docs/5.根拠を選別・整形する/5.8.Evidence validationとfallback.md","source trust、version、有効期間、ACL、citation payloadが欠損したunitは、scoreが高くても回答根拠として採用しません。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-003;SRC-037;SRC-102","https://aclanthology.org/2023.emnlp-main.398/;https://arxiv.org/abs/2305.14627;https://arxiv.org/abs/2112.12870","「Enabling Large Language Models to Generate Text with Citations」、「Enabling Large Language Models to Generate Text with Citations」は生成文の引用・帰属評価という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2287","docs/6.根拠に基づいて回答する/6.1.Grounded prompt.md","生成器の責任を要約、統合、引用、回答保留へ定め、検索・選別の問題は該当する上流工程で改善します。","empirical_or_research_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-003;SRC-037;SRC-102","https://aclanthology.org/2023.emnlp-main.398/;https://arxiv.org/abs/2305.14627;https://arxiv.org/abs/2112.12870","「Enabling Large Language Models to Generate Text with Citations」、「Enabling Large Language Models to Generate Text with Citations」は生成文の引用・帰属評価という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2302","docs/6.根拠に基づいて回答する/6.1.Grounded prompt.md","各項目には、引用ID、文書・チャンクID、文書名、ページ、節、版、有効日、根拠の役割を付けます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-003;SRC-037;SRC-102","https://aclanthology.org/2023.emnlp-main.398/;https://arxiv.org/abs/2305.14627;https://arxiv.org/abs/2112.12870","「Enabling Large Language Models to Generate Text with Citations」、「Enabling Large Language Models to Generate Text with Citations」は生成文の引用・帰属評価という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2347","docs/6.根拠に基づいて回答する/6.3.Answerability・Refusal.md","回答状態を二値だけにせず、完全回答、部分回答、確認質問、根拠不足、矛盾、権限上回答不可、対象範囲外へ分けます。","empirical_or_research_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-004;SRC-101;SRC-110","https://aclanthology.org/P18-2124/;https://arxiv.org/abs/1806.03822;https://arxiv.org/abs/2408.08067","「Know What You Don’t Know: Unanswerable Questions for SQuAD」、「Know What You Don't Know: Unanswerable Questions for SQuAD」は回答可能性と根拠不足時の拒否という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2376","docs/6.根拠に基づいて回答する/6.4.Citation設計.md","Citationは、回答中のclaimを、回答時に利用した原文へ戻すための契約です。","general_technical_claim","covered_direct_reviewed","human_reviewed_supported","妥当（一次資料で支持）","中核主張を直接支持","SRC-003;SRC-037;SRC-102","https://aclanthology.org/2023.emnlp-main.398/;https://arxiv.org/abs/2305.14627;https://arxiv.org/abs/2112.12870","「Enabling Large Language Models to Generate Text with Citations」、「Enabling Large Language Models to Generate Text with Citations」が生成文の引用・帰属評価を原著の提案・実験または標準的定義として示しており、本センテンスの中核主張を支持する。結論は当該研究の評価条件内で妥当。","一次資料の対象task・dataset・比較条件を逸脱しない表現を維持する。","OpenAI Codex","2026-08-15 JST"
"SENT-2378","docs/6.根拠に基づいて回答する/6.4.Citation設計.md","本節ではcitation ID、sourceと引用範囲、correctnessとcompleteness、UI（User Interface、利用者インターフェース）表示、監査記録を一体として設計します。","general_technical_claim","not_applicable_reviewed","human_reviewed_not_applicable","妥当（一次資料対象外）","正本内の編集・設計契約／数学的導出","","","正本52bebecの章範囲、参照先、台帳・証跡手順を定める内部契約で、外部一次資料による支持を要求する分類が不適切。","一次資料分母から除外し、章・リンク・証跡の内部整合性検査へ移す。","OpenAI Codex","2026-08-15 JST"
"SENT-2382","docs/6.根拠に基づいて回答する/6.4.Citation設計.md","内部では、文書、チャンク、ページ、節、URL、原文範囲へたどれる必要があります。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-102;SRC-003;SRC-037","https://arxiv.org/abs/2112.12870;https://aclanthology.org/2023.emnlp-main.398/;https://arxiv.org/abs/2305.14627","「Measuring Attribution in Natural Language Generation Models」、「Enabling Large Language Models to Generate Text with Citations」は「6.4.Citation設計」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2441","docs/6.根拠に基づいて回答する/6.5.複数根拠の統合.md","回答の各段落またはclaimについて、採用したEvidence unitとcitationを対応付けます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-003;SRC-037;SRC-102","https://aclanthology.org/2023.emnlp-main.398/;https://arxiv.org/abs/2305.14627;https://arxiv.org/abs/2112.12870","「Enabling Large Language Models to Generate Text with Citations」、「Enabling Large Language Models to Generate Text with Citations」は生成文の引用・帰属評価という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2528","docs/6.根拠に基づいて回答する/6.8.回答と業務実行の境界.md","回答がaction候補を提案する場合も、実行要求、parameter、承認状態、結果を別のtyped contractで扱います。","empirical_or_research_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-116;SRC-120;SRC-163","https://arxiv.org/abs/2210.03629;https://arxiv.org/abs/2605.05287;https://arxiv.org/abs/2302.04761","「ReAct: Synergizing Reasoning and Acting in Language Models」、「Securing the Agent: Vendor-Neutral, Multitenant Enterprise Retrie…」は「6.8.回答と業務実行の境界」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2548","docs/6.根拠に基づいて回答する/序文.md","回答中の主張をcitation IDへ対応付け、根拠が支えない断定を検出できる形で返します。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-003;SRC-037;SRC-102","https://aclanthology.org/2023.emnlp-main.398/;https://arxiv.org/abs/2305.14627;https://arxiv.org/abs/2112.12870","「Enabling Large Language Models to Generate Text with Citations」、「Enabling Large Language Models to Generate Text with Citations」は生成文の引用・帰属評価という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-2555","docs/7.品質を評価し改善する/7.1.評価設計の全体像.md","文書を取得できたか、正解箇所を含むチャンクを取得できたか、回答中の主張を根拠が支えているか、利用者が業務を完了できたかは、それぞれ別の評価です。","general_technical_claim","covered_direct_reviewed","human_reviewed_supported","妥当（一次資料で支持）","中核主張を直接支持","SRC-036;SRC-105;SRC-109","https://arxiv.org/abs/2009.02252;https://arxiv.org/abs/2405.07437;https://arxiv.org/abs/2309.01431","「KILT: a Benchmark for Knowledge Intensive Language Tasks」、「Evaluation of Retrieval-Augmented Generation: A Survey」が「7.1.評価設計の全体像」で扱う主要な機序と評価条件を原著の提案・実験または標準的定義として示しており、本センテンスの中核主張を支持する。結論は当該研究の評価条件内で妥当。","一次資料の対象task・dataset・比較条件を逸脱しない表現を維持する。","OpenAI Codex","2026-08-15 JST"
"SENT-2561","docs/7.品質を評価し改善する/7.1.評価設計の全体像.md","| チャンク | 検索用に分割した文章 | 回答に必要な段落を含むか |","general_technical_claim","covered_direct_reviewed","human_reviewed_supported","妥当（一次資料で支持）","中核主張を直接支持","SRC-036;SRC-105;SRC-109","https://arxiv.org/abs/2009.02252;https://arxiv.org/abs/2405.07437;https://arxiv.org/abs/2309.01431","「KILT: a Benchmark for Knowledge Intensive Language Tasks」、「Evaluation of Retrieval-Augmented Generation: A Survey」が「7.1.評価設計の全体像」で扱う主要な機序と評価条件を原著の提案・実験または標準的定義として示しており、本センテンスの中核主張を支持する。結論は当該研究の評価条件内で妥当。","一次資料の対象task・dataset・比較条件を逸脱しない表現を維持する。","OpenAI Codex","2026-08-15 JST"
"SENT-2577","docs/7.品質を評価し改善する/7.1.評価設計の全体像.md","埋め込み生成とインデックス登録の失敗件数","general_technical_claim","covered_direct_reviewed","human_reviewed_supported","妥当（一次資料で支持）","中核主張を直接支持","SRC-019;SRC-043;SRC-089","https://research.google/pubs/data-validation-for-machine-learning/;https://arxiv.org/abs/2004.04906;https://arxiv.org/abs/2310.04408","「Data Validation for Machine Learning」、「Dense Passage Retrieval for Open-Domain Question Answering」が「7.1.評価設計の全体像」で扱う主要な機序と評価条件を原著の提案・実験または標準的定義として示しており、本センテンスの中核主張を支持する。結論は当該研究の評価条件内で妥当。","一次資料の対象task・dataset・比較条件を逸脱しない表現を維持する。","OpenAI Codex","2026-08-15 JST"
"SENT-2583","docs/7.品質を評価し改善する/7.1.評価設計の全体像.md","これまで「検索再現率」「必要根拠の回収率」と表現した値は、ここで定義するRecall@k系の指標です。","general_technical_claim","covered_direct_reviewed","human_reviewed_supported","妥当（一次資料で支持）","中核主張を直接支持","SRC-006;SRC-110;SRC-111","https://datasets-benchmarks-proceedings.neurips.cc/paper/2021/hash/65b9eea6e1cc6bb9f0cd2a47751a186f-Abstract-round2.html;https://arxiv.org/abs/2408.08067;https://doi.org/10.1145/582415.582418","「BEIR: A Heterogeneous Benchmark for Zero-shot Evaluation of Infor…」、「RAGChecker: A Fine-grained Framework for Diagnosing Retrieval-Aug…」が情報検索指標とRAGの失敗診断を原著の提案・実験または標準的定義として示しており、本センテンスの中核主張を支持する。結論は当該研究の評価条件内で妥当。","一次資料の対象task・dataset・比較条件を逸脱しない表現を維持する。","OpenAI Codex","2026-08-15 JST"
