sentence_id,primary_verdict,independent_verdict,final_verdict,final_revised_sentence,final_reason,final_normative_criteria,final_exceptions,final_action,adjudicator,adjudication_date
SENT-2025,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,本ガイドで扱う対象構成では、正解根拠が候補にない問題は、再順位付けでは解決できません。,現文は条件依存の技術的因果・能力を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.3.Reranking.md:117 の現文を「本ガイドで扱う対象構成では、正解根拠が候補にない問題は、再順位付けでは解決できません。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2028,REWRITE_REQUIRED,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,本ガイドでは、チャンク分割を検索単位を決める工程、再順位付けを候補順序を変える工程、重複排除を同じ内容をまとめる工程として区別します。,現文は本ガイド内の用語・工程を定めるローカル定義である。両案の修正文を再検討し、外的効果の断定ではなく規範として確定した。文中の対象、条件、否定、列挙は修正文に保持した。,本文、図表、評価台帳で文中の用語と工程名を同じ意味で用い、入力、出力、単位、責任範囲をこの定義に一致させる。,公式標準や製品仕様の用語を別の意味で用いる場合は、名称、単位、変換規則を分けて併記し、既存記録を移行する。,docs/5.根拠を選別・整形する/5.4.Context compression.md:8 の現文を「本ガイドでは、チャンク分割を検索単位を決める工程、再順位付けを候補順序を変える工程、重複排除を同じ内容をまとめる工程として区別します。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-2030,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,「RECOMP: Improving Retrieval-Augmented LMs with Compression and Selective Augmentation」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、RECOMPは、抽出型と要約型の圧縮、および追加コンテキストを使わない選択を扱いました。,現文は研究報告または引用元への帰属を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.4.Context compression.md:11 の現文を「「RECOMP: Improving Retrieval-Augmented LMs with Compression and Selective Augmentation」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、RECOMPは、抽出型と要約型の圧縮、および追加コンテキストを使わない選択を扱いました。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2045,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,「RAGTruth: A Hallucination Corpus for Developing Trustworthy Retrieval-Augmented Language Models」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、RAGTruthは、取得コンテキストに対する生成内容の支持・矛盾を細かく分類するデータを提供しました。,現文は研究報告または引用元への帰属を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.4.Context compression.md:34 の現文を「「RAGTruth: A Hallucination Corpus for Developing Trustworthy Retrieval-Augmented Language Models」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、RAGTruthは、取得コンテキストに対する生成内容の支持・矛盾を細かく分類するデータを提供しました。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2050,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,削除禁止のトークン・ブロックを定義します。,現文は実装、評価、運用上の選択を明示する設計規範である。両案の修正文を再検討し、外的効果の断定ではなく規範として確定した。文中の対象、条件、否定、列挙は修正文に保持した。,「削除禁止のトークン・ブロックを定義します。」を適用する対象、前提条件、観測指標、合否閾値、責任者を同じ節または設計記録に明示する。,法令、契約、利用時点の公式仕様、または対象データでの再現試験が異なる条件を要求する場合は、その差分と承認理由を記録して適用範囲を更新する。,docs/5.根拠を選別・整形する/5.4.Context compression.md:41 の現文を「削除禁止のトークン・ブロックを定義します。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-2061,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,「Compressing Context to Enhance Inference Efficiency of Large Language Models」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、Selective Contextは、小さい言語モデルが予測しやすい語句を削る、質問に依存しない圧縮方法を提案しました。,現文は研究報告または引用元への帰属を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.4.Context compression.md:57 の現文を「「Compressing Context to Enhance Inference Efficiency of Large Language Models」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、Selective Contextは、小さい言語モデルが予測しやすい語句を削る、質問に依存しない圧縮方法を提案しました。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2062,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,REWRITE_REQUIRED,「Compressing Context to Enhance Inference Efficiency of Large Language Models」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、評価した条件では入力を短くしても元のモデル出力との近さを比較的保ちましたが、回答の正しさを保つことまでは証明していません。,現文は研究報告または引用元への帰属を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.4.Context compression.md:58 の現文を「「Compressing Context to Enhance Inference Efficiency of Large Language Models」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、評価した条件では入力を短くしても元のモデル出力との近さを比較的保ちましたが、回答の正しさを保つことまでは証明していません。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2078,APPROPRIATE_NORMATIVE,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,根拠がトークン予算を超える、候補が長い、質問に関係する情報密度が低い場合に起動します。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,「根拠がトークン予算を超える、候補が長い、質問に関係する情報密度が低い場合に起動します。」を適用する対象、前提条件、観測指標、合否閾値、責任者を同じ節または設計記録に明示する。,法令、契約、利用時点の公式仕様、または対象データでの再現試験が異なる条件を要求する場合は、その差分と承認理由を記録して適用範囲を更新する。,docs/5.根拠を選別・整形する/5.4.Context compression.md:84 の現文を「根拠がトークン予算を超える、候補が長い、質問に関係する情報密度が低い場合に起動します。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-2083,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,トークン削減と応答時間だけでなく、必要根拠の保持率、引用の正しさ、原文への忠実性を採用基準にします。,現文は実装、評価、運用上の選択を明示する設計規範である。両案の修正文を再検討し、外的効果の断定ではなく規範として確定した。文中の対象、条件、否定、列挙は修正文に保持した。,「トークン削減と応答時間だけでなく、必要根拠の保持率、引用の正しさ、原文への忠実性を採用基準にします。」を適用する対象、前提条件、観測指標、合否閾値、責任者を同じ節または設計記録に明示する。,法令、契約、利用時点の公式仕様、または対象データでの再現試験が異なる条件を要求する場合は、その差分と承認理由を記録して適用範囲を更新する。,docs/5.根拠を選別・整形する/5.4.Context compression.md:91 の現文を「トークン削減と応答時間だけでなく、必要根拠の保持率、引用の正しさ、原文への忠実性を採用基準にします。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-2093,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,「FActScore: Fine-grained Atomic Evaluation of Factual Precision in Long Form Text Generation」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、FActScoreは、長文回答をこれ以上分けにくい小さな事実へ分け、知識源による支持を評価します。,現文は研究報告または引用元への帰属を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.5.Evidence Set設計.md:13 の現文を「「FActScore: Fine-grained Atomic Evaluation of Factual Precision in Long Form Text Generation」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、FActScoreは、長文回答をこれ以上分けにくい小さな事実へ分け、知識源による支持を評価します。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2098,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,本ガイドで扱う対象構成では、常に検索チャンクと同じではありません。,現文は条件依存の技術的因果・能力を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.5.Evidence Set設計.md:19 の現文を「本ガイドで扱う対象構成では、常に検索チャンクと同じではありません。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2139,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,隣接チャンクは重複範囲だけを除いて結合し、異なる情報源の境界は保持します。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,「隣接チャンクは重複範囲だけを除いて結合し、異なる情報源の境界は保持します。」を適用する対象、前提条件、観測指標、合否閾値、責任者を同じ節または設計記録に明示する。,法令、契約、利用時点の公式仕様、または対象データでの再現試験が異なる条件を要求する場合は、その差分と承認理由を記録して適用範囲を更新する。,docs/5.根拠を選別・整形する/5.6.Context packing.md:19 の現文を「隣接チャンクは重複範囲だけを除いて結合し、異なる情報源の境界は保持します。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-2154,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,図は同じ根拠を三つの位置で比較した実験結果ではありません。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中の比較について対象dataset、gold evidence、baseline、candidate数、指標、合否閾値を固定し、平均値だけでなく失敗sliceと回帰を記録する。,文中の数値は初期候補であり、dataset、model、index、負荷、言語、業務リスクが変わる場合は再測定して閾値を更新する。,docs/5.根拠を選別・整形する/5.6.Context packing.md:42 の現文を「図は同じ根拠を三つの位置で比較した実験結果ではありません。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-2155,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,「Lost in the Middle: How Language Models Use Long Contexts」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、位置だけで利用しやすさが決まるわけではなく、モデル、質問、入力長によって結果は変わります。,現文は研究報告または引用元への帰属を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.6.Context packing.md:43 の現文を「「Lost in the Middle: How Language Models Use Long Contexts」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、位置だけで利用しやすさが決まるわけではなく、モデル、質問、入力長によって結果は変わります。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2156,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,「Attention Sorting Combats Recency Bias In Long Context Language Models」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、Attention Sortingは、モデルの注意の強さを使って関連文書を末尾側へ並べ直す方法を、合成した単一段階の質問応答で評価しました。,現文は研究報告または引用元への帰属を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.6.Context packing.md:49 の現文を「「Attention Sorting Combats Recency Bias In Long Context Language Models」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、Attention Sortingは、モデルの注意の強さを使って関連文書を末尾側へ並べ直す方法を、合成した単一段階の質問応答で評価しました。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2157,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,「Attention Sorting Combats Recency Bias In Long Context Language Models」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、実際の業務文書、誤情報、複数段階の質問、追加計算の費用は十分に評価されておらず、査読済み論文としての採録も確認されていません。,現文は研究報告または引用元への帰属を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.6.Context packing.md:50 の現文を「「Attention Sorting Combats Recency Bias In Long Context Language Models」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、実際の業務文書、誤情報、複数段階の質問、追加計算の費用は十分に評価されておらず、査読済み論文としての採録も確認されていません。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2158,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,並べ替えを使う場合は、質問群ごとの改善と費用を測り、位置だけを根拠の正しさの代わりにしません。,現文は実装、評価、運用上の選択を明示する設計規範である。両案の修正文を再検討し、外的効果の断定ではなく規範として確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中の比較について対象dataset、gold evidence、baseline、candidate数、指標、合否閾値を固定し、平均値だけでなく失敗sliceと回帰を記録する。,文中の数値は初期候補であり、dataset、model、index、負荷、言語、業務リスクが変わる場合は再測定して閾値を更新する。,docs/5.根拠を選別・整形する/5.6.Context packing.md:51 の現文を「並べ替えを使う場合は、質問群ごとの改善と費用を測り、位置だけを根拠の正しさの代わりにしません。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-2172,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,本ガイドで扱う対象構成では、トークン上限を超えたときに文字列の末尾を切ると、文、表、コード、引用IDの途中が失われます。,現文は条件依存の技術的因果・能力を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.6.Context packing.md:76 の現文を「本ガイドで扱う対象構成では、トークン上限を超えたときに文字列の末尾を切ると、文、表、コード、引用IDの途中が失われます。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2228,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,「RAGTruth: A Hallucination Corpus for Developing Trustworthy Retrieval-Augmented Language Models」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、RAGTruthは、取得した入力文脈に対して支持されない生成と矛盾する生成の例を収集しました。,現文は研究報告または引用元への帰属を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.7.矛盾・古い根拠の扱い.md:64 の現文を「「RAGTruth: A Hallucination Corpus for Developing Trustworthy Retrieval-Augmented Language Models」（2023年）が評価したデータセット、モデル、比較器、指標の範囲では、RAGTruthは、取得した入力文脈に対して支持されない生成と矛盾する生成の例を収集しました。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2242,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,「Corrective Retrieval Augmented Generation」（2024年）が評価したデータセット、モデル、比較器、指標の範囲では、Corrective RAGは、取得文書を評価し、必要に応じて検索結果を補正する経路を提案しました。,現文は研究報告または引用元への帰属を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.7.矛盾・古い根拠の扱い.md:86 の現文を「「Corrective Retrieval Augmented Generation」（2024年）が評価したデータセット、モデル、比較器、指標の範囲では、Corrective RAGは、取得文書を評価し、必要に応じて検索結果を補正する経路を提案しました。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2253,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,「RefChecker: Reference-based Fine-grained Hallucination Checker and Benchmark for Large Language Models」（2024年）が評価したデータセット、モデル、比較器、指標の範囲では、RefCheckerは、参照に基づき、根拠に支えられない生成（ハルシネーション）を細かく検査する方法を扱いました。,現文は研究報告または引用元への帰属を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/5.根拠を選別・整形する/5.7.矛盾・古い根拠の扱い.md:104 の現文を「「RefChecker: Reference-based Fine-grained Hallucination Checker and Benchmark for Large Language Models」（2024年）が評価したデータセット、モデル、比較器、指標の範囲では、RefCheckerは、参照に基づき、根拠に支えられない生成（ハルシネーション）を細かく検査する方法を扱いました。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2261,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,source trust、version、有効期間、ACL、citation payloadが欠損したunitは、scoreが高くても回答根拠として採用しません。,現文は実装、評価、運用上の選択を明示する設計規範である。両案の修正文を再検討し、外的効果の断定ではなく規範として確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中の認可・隔離・情報保護を検索または実行の前に強制し、許可外の文書、chunk、引数が候補、context、回答、traceへ入らないことを負試験で確認する。,法令、契約、組織方針がより厳しい統制を求める場合はそちらを優先する。可用性対策を理由に認可や機密保護を緩和しない。,docs/5.根拠を選別・整形する/5.8.Evidence validationとfallback.md:7 の現文を「source trust、version、有効期間、ACL、citation payloadが欠損したunitは、scoreが高くても回答根拠として採用しません。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-2287,APPROPRIATE_NORMATIVE,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,生成器の責任を要約、統合、引用、回答保留へ定め、検索・選別の問題は該当する上流工程で改善します。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中の工程順と分岐ごとに入力、出力、責任主体、成功条件、失敗時の遷移をmanifestへ定義し、統合試験で追跡可能性を確認する。,より単純な工程が同じ品質、安全性、遅延、費用、追跡可能性の受入条件を満たす場合は、その代替構成を採用できる。,docs/6.根拠に基づいて回答する/6.1.Grounded prompt.md:4 の現文を「生成器の責任を要約、統合、引用、回答保留へ定め、検索・選別の問題は該当する上流工程で改善します。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-2347,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,回答状態を二値だけにせず、完全回答、部分回答、確認質問、根拠不足、矛盾、権限上回答不可、対象範囲外へ分けます。,現文は実装、評価、運用上の選択を明示する設計規範である。両案の修正文を再検討し、外的効果の断定ではなく規範として確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中の認可・隔離・情報保護を検索または実行の前に強制し、許可外の文書、chunk、引数が候補、context、回答、traceへ入らないことを負試験で確認する。,法令、契約、組織方針がより厳しい統制を求める場合はそちらを優先する。可用性対策を理由に認可や機密保護を緩和しない。,docs/6.根拠に基づいて回答する/6.3.Answerability・Refusal.md:9 の現文を「回答状態を二値だけにせず、完全回答、部分回答、確認質問、根拠不足、矛盾、権限上回答不可、対象範囲外へ分けます。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-2349,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,「Teaching language models to support answers with verified quotes」（2022年）が評価したデータセット、モデル、比較器、指標の範囲では、GopherCiteは、引用付き回答と回答しない選択を組み合わせました。,現文は研究報告または引用元への帰属を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/6.根拠に基づいて回答する/6.3.Answerability・Refusal.md:12 の現文を「「Teaching language models to support answers with verified quotes」（2022年）が評価したデータセット、モデル、比較器、指標の範囲では、GopherCiteは、引用付き回答と回答しない選択を組み合わせました。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2350,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,「Know What You Don't Know: Unanswerable Questions for SQuAD」（2018年）が評価したデータセット、モデル、比較器、指標の範囲では、SQuAD 2.0は、与えられた文章中に答えがない質問を評価へ導入しました。,現文は研究報告または引用元への帰属を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/6.根拠に基づいて回答する/6.3.Answerability・Refusal.md:13 の現文を「「Know What You Don't Know: Unanswerable Questions for SQuAD」（2018年）が評価したデータセット、モデル、比較器、指標の範囲では、SQuAD 2.0は、与えられた文章中に答えがない質問を評価へ導入しました。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-2382,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,内部では、文書、チャンク、ページ、節、URL、原文範囲へたどれる必要があります。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,「内部では、文書、チャンク、ページ、節、URL、原文範囲へたどれる必要があります。」を適用する対象、前提条件、観測指標、合否閾値、責任者を同じ節または設計記録に明示する。,法令、契約、利用時点の公式仕様、または対象データでの再現試験が異なる条件を要求する場合は、その差分と承認理由を記録して適用範囲を更新する。,docs/6.根拠に基づいて回答する/6.4.Citation設計.md:11 の現文を「内部では、文書、チャンク、ページ、節、URL、原文範囲へたどれる必要があります。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
