source_id,label_in_guide,url,source_type,role,title_resolved,authors_or_owner,year,resolution_status,http_status,used_by_units,first_file,notes
SRC-116,ReAct,https://arxiv.org/abs/2210.03629,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,ReAct: Synergizing Reasoning and Acting in Language Models,"Yao, Shunyu; Zhao, Jeffrey; Yu, Dian; Du, Nan; Shafran, Izhak; Narasimhan, Karthik; Cao, Yuan",2022,resolved,200,7.7.5;9.9.1,docs/7.品質を評価し改善する/7.7.End-to-end評価.md,
SRC-117,オンライン比較実験の実践指針,https://doi.org/10.1145/1281192.1281295,DOI解決先,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Practical guide to controlled experiments on the web,Ron Kohavi; Randal M. Henne; Dan Sommerfield,2007,resolved,200,7.8.2,docs/7.品質を評価し改善する/7.8.Regression・A-B・Canary.md,metadata_resolved_via=Crossref; doi=10.1145/1281192.1281295
SRC-118,Protection of Information in Computer Systems / The Protection of Information in Computer Systems,https://doi.org/10.1109/PROC.1975.9939,DOI解決先,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,The protection of information in computer systems,J.H. Saltzer; M.D. Schroeder,1975,resolved,200,8.1.1;11.3.5,docs/8.安全に運用する/8.1.セキュリティと権限制御.md,metadata_resolved_via=Crossref; doi=10.1109/PROC.1975.9939
SRC-119,Curator,https://arxiv.org/abs/2401.07119,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Curator: Efficient Indexing for Multi-Tenant Vector Databases,"Jin, Yicheng; Wu, Yongji; Hu, Wenjun; Maggs, Bruce M.; Zhang, Xiao; Zhuo, Danyang",2024,resolved,200,8.1.2,docs/8.安全に運用する/8.1.セキュリティと権限制御.md,
SRC-120,複数テナント向けRAGの認可を検証した研究,https://arxiv.org/abs/2605.05287,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,"Securing the Agent: Vendor-Neutral, Multitenant Enterprise Retrieval and Tool Use","Arceo, Francisco Javier; Narsing, Varsha Prasad",2026,resolved,200,8.1.2,docs/8.安全に運用する/8.1.セキュリティと権限制御.md,
SRC-121,RAG-Thief,https://arxiv.org/abs/2411.14110,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Feedback-Guided Extraction of Knowledge Base from Retrieval-Augmented LLM Applications,"Jiang, Changyue; Pan, Xudong; Hong, Geng; Bao, Chenfu; Chen, Yang; Yang, Min",2024,resolved,200,8.1.3;8.2.1,docs/8.安全に運用する/8.1.セキュリティと権限制御.md,
SRC-122,RAGに対する所属推論の研究,https://arxiv.org/abs/2406.19234,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Generating Is Believing: Membership Inference Attacks against Retrieval-Augmented Generation,"Li, Yuying; Liu, Gaoyang; Wang, Chen; Yang, Yang",2024,resolved,200,8.1.5;8.2.1,docs/8.安全に運用する/8.1.セキュリティと権限制御.md,
SRC-123,言語モデルから学習データを抽出した研究,https://www.usenix.org/conference/usenixsecurity21/presentation/carlini-extracting,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Extracting Training Data from Large Language Models,Nicholas Carlini; Florian Tramèr; Eric Wallace; Matthew Jagielski; Ariel Herbert-Voss; Katherine Lee; Adam Roberts; Tom Brown; Dawn Song; Úlfar Erlingsson; Alina Oprea; Colin Raffel,2021,resolved,200,8.2.1,docs/8.安全に運用する/8.2.プライバシーと機密情報.md,
SRC-124,言語モデルの個人情報漏えいに関する研究 / 個人情報漏えいに関する研究,https://arxiv.org/abs/2302.00539,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Analyzing Leakage of Personally Identifiable Information in Language Models,"Lukas, Nils; Salem, Ahmed; Sim, Robert; Tople, Shruti; Wutschitz, Lukas; Zanella-Béguelin, Santiago",2023,resolved,200,8.2.2;8.4.4,docs/8.安全に運用する/8.2.プライバシーと機密情報.md,
SRC-125,差分プライバシーを用いた深層学習,https://arxiv.org/abs/1607.00133,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Deep Learning with Differential Privacy,"Abadi, Martín; Chu, Andy; Goodfellow, Ian; McMahan, H. Brendan; Mironov, Ilya; Talwar, Kunal; Zhang, Li",2016,resolved,200,8.2.5,docs/8.安全に運用する/8.2.プライバシーと機密情報.md,
SRC-126,LLM組み込みサービスへの直接攻撃を調べた研究,https://arxiv.org/abs/2306.05499,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Prompt Injection attack against LLM-integrated Applications,"Liu, Yi; Deng, Gelei; Li, Yuekang; Wang, Kailong; Wang, Zihao; Wang, Xiaofeng; Zhang, Tianwei; Liu, Yepang; Wang, Haoyu; Zheng, Yan; Zhang, Leo Yu; Liu, Yang",2023,resolved,200,8.3.1,docs/8.安全に運用する/8.3.Prompt injection・data poisoning対策.md,
SRC-127,StruQ,https://arxiv.org/abs/2402.06363,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,StruQ: Defending Against Prompt Injection with Structured Queries,"Chen, Sizhe; Piet, Julien; Sitawarin, Chawin; Wagner, David",2024,resolved,200,8.3.3,docs/8.安全に運用する/8.3.Prompt injection・data poisoning対策.md,
SRC-128,BIPIA,https://arxiv.org/abs/2312.14197,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Benchmarking and Defending Against Indirect Prompt Injection Attacks on Large Language Models,"Yi, Jingwei; Xie, Yueqi; Zhu, Bin; Kiciman, Emre; Sun, Guangzhong; Xie, Xing; Wu, Fangzhao",2023,resolved,200,8.3.3,docs/8.安全に運用する/8.3.Prompt injection・data poisoning対策.md,
SRC-129,Instruction Hierarchy,https://arxiv.org/abs/2404.13208,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,The Instruction Hierarchy: Training LLMs to Prioritize Privileged Instructions,"Wallace, Eric; Xiao, Kai; Leike, Reimar; Weng, Lilian; Heidecke, Johannes; Beutel, Alex",2024,resolved,200,8.3.4,docs/8.安全に運用する/8.3.Prompt injection・data poisoning対策.md,
SRC-130,Model Cards / Model Cards for Model Reporting,https://arxiv.org/abs/1810.03993,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Model Cards for Model Reporting,"Mitchell, Margaret; Wu, Simone; Zaldivar, Andrew; Barnes, Parker; Vasserman, Lucy; Hutchinson, Ben; Spitzer, Elena; Raji, Inioluwa Deborah; Gebru, Timnit",2018,resolved,200,8.4.3;8.8.2;9.10.4;11.3.5,docs/8.安全に運用する/8.4.監査とトレーサビリティ.md,
SRC-131,The Tail at Scale,https://research.google/pubs/the-tail-at-scale/,研究機関公開資料,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,The Tail at Scale,Jeffrey Dean; Luiz André Barroso,2013,resolved,200,8.5.1,docs/8.安全に運用する/8.5.性能と可用性.md,
SRC-132,PagedAttention,https://arxiv.org/abs/2309.06180,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Efficient Memory Management for Large Language Model Serving with PagedAttention,"Kwon, Woosuk; Li, Zhuohan; Zhuang, Siyuan; Sheng, Ying; Zheng, Lianmin; Yu, Cody Hao; Gonzalez, Joseph E.; Zhang, Hao; Stoica, Ion",2023,resolved,200,8.5.2,docs/8.安全に運用する/8.5.性能と可用性.md,
SRC-133,FrugalGPT,https://arxiv.org/abs/2305.05176,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,FrugalGPT: How to Use Large Language Models While Reducing Cost and Improving Performance,"Chen, Lingjiao; Zaharia, Matei; Zou, James",2023,resolved,200,8.6.1,docs/8.安全に運用する/8.6.コスト管理.md,
SRC-134,RouteLLM,https://arxiv.org/abs/2406.18665,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,RouteLLM: Learning to Route LLMs with Preference Data,"Ong, Isaac; Almahairi, Amjad; Wu, Vincent; Chiang, Wei-Lin; Wu, Tianhao; Gonzalez, Joseph E.; Kadous, M Waleed; Stoica, Ion",2024,resolved,200,8.6.4,docs/8.安全に運用する/8.6.コスト管理.md,
SRC-135,Failing Loudly,https://arxiv.org/abs/1810.11953,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Failing Loudly: An Empirical Study of Methods for Detecting Dataset Shift,"Rabanser, Stephan; Günnemann, Stephan; Lipton, Zachary C.",2018,resolved,200,8.7.4,docs/8.安全に運用する/8.7.知識更新と運用.md,
SRC-136,信頼できるRAGのサーベイ,https://arxiv.org/abs/2502.06872,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Towards Trustworthy Retrieval Augmented Generation for Large Language Models: A Survey,"Ni, Bo; Liu, Zheyuan; Wang, Leyao; Lei, Yongjia; Zhao, Yuying; Cheng, Xueqi; Zeng, Qingkai; Dong, Luna; Xia, Yinglong; Kenthapadi, Krishnaram; Rossi, Ryan; Dernoncourt, Franck; Tanjim, Md Mehrab; Ahmed, Nesreen; Liu, Xiaorui; Fan, Wenqi; Blasch, Erik; Wang, Yu; Jiang, Meng; Derr, Tyler",2025,resolved,200,8.8.1,docs/8.安全に運用する/8.8.ガバナンス.md,
SRC-137,社会技術システムにおける公平性の研究,https://doi.org/10.1145/3287560.3287598,DOI解決先,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Fairness and Abstraction in Sociotechnical Systems,Andrew D. Selbst; Danah Boyd; Sorelle A. Friedler; Suresh Venkatasubramanian; Janet Vertesi,2019,resolved,200,8.8.1,docs/8.安全に運用する/8.8.ガバナンス.md,metadata_resolved_via=Crossref; doi=10.1145/3287560.3287598
SRC-138,大規模言語モデルの社会的な危険を論じた研究,https://dl.acm.org/doi/10.1145/3442188.3445922,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,On the Dangers of Stochastic Parrots,Emily M. Bender; Timnit Gebru; Angelina McMillan-Major; Shmargaret Shmitchell,2021,resolved,200,8.8.5,docs/8.安全に運用する/8.8.ガバナンス.md,metadata_resolved_via=Crossref; doi=10.1145/3442188.3445922
SRC-139,RAGのサーベイ,https://arxiv.org/abs/2312.10997,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Retrieval-Augmented Generation for Large Language Models: A Survey,"Gao, Yunfan; Xiong, Yun; Gao, Xinyu; Jia, Kangxiang; Pan, Jinliu; Bi, Yuxi; Dai, Yi; Sun, Jiawei; Wang, Meng; Wang, Haofen",2023,resolved,200,9.1.1,docs/9.失敗パターンに応じて高度化する/9.1.高度化は失敗パターンから選ぶ.md,
SRC-140,Modular RAG,https://arxiv.org/abs/2407.21059,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Modular RAG: Transforming RAG Systems into LEGO-like Reconfigurable Frameworks,"Gao, Yunfan; Xiong, Yun; Wang, Meng; Wang, Haofen",2024,resolved,200,9.1.5;9.3.1,docs/9.失敗パターンに応じて高度化する/9.1.高度化は失敗パターンから選ぶ.md,
SRC-141,FiD / Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering,https://arxiv.org/abs/2007.01282,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering,"Izacard, Gautier; Grave, Edouard",2020,resolved,200,9.10.1;11.3.3,docs/9.失敗パターンに応じて高度化する/9.10.Retrieval-aware training・RA-LLM.md,
SRC-142,REALM,https://arxiv.org/abs/2002.08909,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,REALM: Retrieval-Augmented Language Model Pre-Training,"Guu, Kelvin; Lee, Kenton; Tung, Zora; Pasupat, Panupong; Chang, Ming-Wei",2020,resolved,200,9.10.1,docs/9.失敗パターンに応じて高度化する/9.10.Retrieval-aware training・RA-LLM.md,
SRC-143,RETRO,https://arxiv.org/abs/2112.04426,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Improving language models by retrieving from trillions of tokens,"Borgeaud, Sebastian; Mensch, Arthur; Hoffmann, Jordan; Cai, Trevor; Rutherford, Eliza; Millican, Katie; Driessche, George van den; Lespiau, Jean-Baptiste; Damoc, Bogdan; Clark, Aidan; Casas, Diego de Las; Guy, Aurelia; Menick, Jacob; Ring, Roman; Hennigan, Tom; Huang, Saffron; Maggiore, Loren; Jones, Chris; Cassirer, Albin; Brock, Andy; Paganini, Michela; Irving, Geoffrey; Vinyals, Oriol; Osindero, Simon; Simonyan, Karen; Rae, Jack W.; Elsen, Erich; Sifre, Laurent",2021,resolved,200,9.10.1,docs/9.失敗パターンに応じて高度化する/9.10.Retrieval-aware training・RA-LLM.md,
SRC-144,QReCC,https://arxiv.org/abs/2010.04898,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Open-Domain Question Answering Goes Conversational via Question Rewriting,"Anantha, Raviteja; Vakulenko, Svitlana; Tu, Zhucheng; Longpre, Shayne; Pulman, Stephen; Chappidi, Srinivas",2020,resolved,200,9.2.1,docs/9.失敗パターンに応じて高度化する/9.2.Conversational RAG.md,
SRC-145,CONQRR,https://arxiv.org/abs/2112.08558,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,CONQRR: Conversational Query Rewriting for Retrieval with Reinforcement Learning,"Wu, Zeqiu; Luan, Yi; Rashkin, Hannah; Reitter, David; Hajishirzi, Hannaneh; Ostendorf, Mari; Tomar, Gaurav Singh",2021,resolved,200,9.2.2,docs/9.失敗パターンに応じて高度化する/9.2.Conversational RAG.md,
SRC-146,Few-Shot Conversational Dense Retrieval,https://arxiv.org/abs/2105.04166,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Few-Shot Conversational Dense Retrieval,"Yu, Shi; Liu, Zhenghao; Xiong, Chenyan; Feng, Tao; Liu, Zhiyuan",2021,resolved,200,9.2.2,docs/9.失敗パターンに応じて高度化する/9.2.Conversational RAG.md,
SRC-147,Federated Retrieval Augmented Generation for Multi-Product Question Answering,https://aclanthology.org/2025.coling-industry.33/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Federated Retrieval Augmented Generation for Multi-Product Question Answering,Parshin Shojaee; Sai Sree Harsha; Dan Luo; Akash Maharaj; Tong Yu; Yunyao Li,2025,resolved,200,9.3.1,docs/9.失敗パターンに応じて高度化する/9.3.Federated・Routed RAG.md,
SRC-148,MoR,https://aclanthology.org/2025.emnlp-main.601/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,"MoR: Better Handling Diverse Queries with a Mixture of Sparse, Dense, and Human Retrievers",Jushaan Singh Kalra; Xinran Zhao; To Eun Kim; Fengyu Cai; Fernando Diaz; Tongshuang Wu,2025,resolved,200,9.3.1,docs/9.失敗パターンに応じて高度化する/9.3.Federated・Routed RAG.md,
SRC-149,R³AG,https://aclanthology.org/2026.acl-long.939/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,R^3AG: Retriever Routing for Retrieval-Augmented Generation,Tong Zhao; Yutao Zhu (朱余韬); Yucheng Tian; Zhicheng Dou (窦志成),2026,resolved,200,9.3.1,docs/9.失敗パターンに応じて高度化する/9.3.Federated・Routed RAG.md,
SRC-150,RAT-SQL,https://arxiv.org/abs/1911.04942,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,RAT-SQL: Relation-Aware Schema Encoding and Linking for Text-to-SQL Parsers,"Wang, Bailin; Shin, Richard; Liu, Xiaodong; Polozov, Oleksandr; Richardson, Matthew",2019,resolved,200,9.4.2,docs/9.失敗パターンに応じて高度化する/9.4.Structured Data RAG.md,
SRC-151,DIN-SQL,https://arxiv.org/abs/2304.11015,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,DIN-SQL: Decomposed In-Context Learning of Text-to-SQL with Self-Correction,"Pourreza, Mohammadreza; Rafiei, Davood",2023,resolved,200,9.4.3,docs/9.失敗パターンに応じて高度化する/9.4.Structured Data RAG.md,
SRC-152,RULER,https://arxiv.org/abs/2404.06654,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,RULER: What's the Real Context Size of Your Long-Context Language Models?,"Hsieh, Cheng-Ping; Sun, Simeng; Kriman, Samuel; Acharya, Shantanu; Rekesh, Dima; Jia, Fei; Zhang, Yang; Ginsburg, Boris",2024,resolved,200,9.5.3,docs/9.失敗パターンに応じて高度化する/9.5.Long-context RAG.md,
SRC-153,LongBench,https://aclanthology.org/2024.acl-long.172/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,"LongBench: A Bilingual, Multitask Benchmark for Long Context Understanding",Yushi Bai; Xin Lv; Jiajie Zhang; Hongchang Lyu; Jiankai Tang; Zhidian Huang; Zhengxiao Du; Xiao Liu; Aohan Zeng; Lei Hou; Yuxiao Dong; Jie Tang; Juanzi Li,2024,resolved,200,9.5.3,docs/9.失敗パターンに応じて高度化する/9.5.Long-context RAG.md,
SRC-154,RAPTOR,https://proceedings.iclr.cc/paper_files/paper/2024/hash/8a2acd174940dbca361a6398a4f9df91-Abstract-Conference.html,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,RAPTOR: Recursive Abstractive Processing for Tree-Organized Retrieval,"Sarthi, Parth; Abdullah, Salman; Tuli, Aditi; Khanna, Shubh; Goldie, Anna; Manning, Christopher",2024,resolved,200,9.6.1;INTRO-9,docs/9.失敗パターンに応じて高度化する/9.6.Hierarchical RAG・RAPTOR.md,
SRC-155,TreeRAG,https://aclanthology.org/2025.findings-acl.20/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,TreeRAG: Unleashing the Power of Hierarchical Storage for Enhanced Knowledge Retrieval in Long Documents,Wenyu Tao; Xiaofen Xing; Yirong Chen; Linyi Huang; Xiangmin Xu,2025,resolved,200,9.6.1,docs/9.失敗パターンに応じて高度化する/9.6.Hierarchical RAG・RAPTOR.md,
SRC-156,ZoomRAG,https://aclanthology.org/2026.findings-acl.1643/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,ZoomRAG: Hierarchical Random-walk Zooming across Multi-scale Information Graphs for Fast and Accurate RAG,Xianming Hu; Jingyang Chen; Bin Tang; Yihe Liu; Yihong Huang; Hongbo Zhao; Nuoyi Chen; Jie Zhang; Ping Li; Kai Zhang,2026,resolved,200,9.6.1,docs/9.失敗パターンに応じて高度化する/9.6.Hierarchical RAG・RAPTOR.md,
SRC-157,From Local to Global / From Local to Global: A Graph RAG Approach to Query-Focused Summarization,https://arxiv.org/abs/2404.16130,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,From Local to Global: A Graph RAG Approach to Query-Focused Summarization,"Edge, Darren; Trinh, Ha; Cheng, Newman; Bradley, Joshua; Chao, Alex; Mody, Apurva; Truitt, Steven; Metropolitansky, Dasha; Ness, Robert Osazuwa; Larson, Jonathan",2024,resolved,200,9.7.1;11.3.4,docs/9.失敗パターンに応じて高度化する/9.7.GraphRAG.md,
SRC-158,G-Retriever,https://proceedings.neurips.cc/paper_files/paper/2024/file/efaf1c9726648c8ba363a5c927440529-Paper-Conference.pdf,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,G-Retriever: Retrieval-Augmented Generation for Textual Graph Understanding and Question Answering,Xiaoxin He; Yijun Tian; Yifei Sun; Nitesh V. Chawla; Thomas Laurent; Yann LeCun; Xavier Bresson; Bryan Hooi,2024,resolved,200,9.7.1;INTRO-9,docs/9.失敗パターンに応じて高度化する/9.7.GraphRAG.md,metadata_override=publisher_or_official_source
SRC-159,HippoRAG,https://proceedings.neurips.cc/paper_files/paper/2024/hash/6ddc001d07ca4f319af96a3024f6dbd1-Abstract-Conference.html,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,HippoRAG: Neurobiologically Inspired Long-Term Memory for Large Language Models,"Gutiérrez, Bernal J.; Shu, Yiheng; Gu, Yu; Yasunaga, Michihiro; Su, Yu",2024,resolved,200,9.7.1;INTRO-9,docs/9.失敗パターンに応じて高度化する/9.7.GraphRAG.md,
SRC-160,KnowGPT,https://proceedings.neurips.cc/paper_files/paper/2024/hash/0b8705a611ed1ce19cdb759031078705-Abstract-Conference.html,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,KnowGPT: Knowledge Graph based Prompting for Large Language Models,"Zhang, Qinggang; Dong, Junnan; Chen, Hao; Zha, Daochen; Yu, Zailiang; Huang, Xiao",2024,resolved,200,9.7.1;INTRO-9,docs/9.失敗パターンに応じて高度化する/9.7.GraphRAG.md,
SRC-161,ColPali,https://proceedings.iclr.cc/paper_files/paper/2025/file/99e9e141aafc314f76b0ca3dd66898b3-Paper-Conference.pdf,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,ColPali: Efficient Document Retrieval with Vision Language Models,Manuel Faysse; Hugues Sibille; Tony Wu; Bilel Omrani; Gautier Viaud; Celine Hudelot; Pierre Colombo,2025,resolved,200,9.8.1;INTRO-9,docs/9.失敗パターンに応じて高度化する/9.8.Multimodal RAG.md,metadata_override=publisher_or_official_source
SRC-162,"Self-RAG / Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",https://arxiv.org/abs/2310.11511,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection","Asai, Akari; Wu, Zeqiu; Wang, Yizhong; Sil, Avirup; Hajishirzi, Hannaneh",2023,resolved,200,9.9.2;11.3.4,docs/9.失敗パターンに応じて高度化する/9.9.Agentic RAG.md,
SRC-163,Toolformer,https://arxiv.org/abs/2302.04761,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Toolformer: Language Models Can Teach Themselves to Use Tools,"Schick, Timo; Dwivedi-Yu, Jane; Dessì, Roberto; Raileanu, Roberta; Lomeli, Maria; Zettlemoyer, Luke; Cancedda, Nicola; Scialom, Thomas",2023,resolved,200,9.9.3,docs/9.失敗パターンに応じて高度化する/9.9.Agentic RAG.md,
SRC-164,ConvGQR,https://aclanthology.org/2023.acl-long.274/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,ConvGQR: Generative Query Reformulation for Conversational Search,Fengran Mo; Kelong Mao; Yutao Zhu (朱余韬); Yihong Wu; Kaiyu Huang (黄锴宇); Jian-Yun Nie,2023,resolved,200,INTRO-9,docs/9.失敗パターンに応じて高度化する/序文.md,
SRC-165,IterCQR,https://aclanthology.org/2024.naacl-long.449/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,IterCQR: Iterative Conversational Query Reformulation with Retrieval Guidance,Yunah Jang; Kang-il Lee; Hyunkyung Bae; Hwanhee Lee; Kyomin Jung,2024,resolved,200,INTRO-9,docs/9.失敗パターンに応じて高度化する/序文.md,
SRC-166,Adaptive-RAG,https://aclanthology.org/2024.naacl-long.389/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity,Soyeong Jeong; Jinheon Baek; Sukmin Cho; Sung Ju Hwang; Jong C. Park,2024,resolved,200,INTRO-9,docs/9.失敗パターンに応じて高度化する/序文.md,
SRC-167,When and How to Augment Your Input,https://aclanthology.org/2025.findings-naacl.200/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,When and How to Augment Your Input: Question Routing Helps Balance the Accuracy and Efficiency of Large Language Models,Shufan Chen; He Zheng; Lei Cui,2025,resolved,200,INTRO-9,docs/9.失敗パターンに応じて高度化する/序文.md,
SRC-168,Spider,https://aclanthology.org/D18-1425/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Spider: A Large-Scale Human-Labeled Dataset for Complex and Cross-Domain Semantic Parsing and Text-to-SQL Task,Tao Yu; Rui Zhang; Kai Yang; Michihiro Yasunaga; Dongxu Wang; Zifan Li; James Ma; Irene Li; Qingning Yao; Shanelle Roman; Zilin Zhang; Dragomir Radev,2018,resolved,200,INTRO-9,docs/9.失敗パターンに応じて高度化する/序文.md,
SRC-169,RAT-SQL,https://aclanthology.org/2020.acl-main.677/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,RAT-SQL: Relation-Aware Schema Encoding and Linking for Text-to-SQL Parsers,Bailin Wang; Richard Shin; Xiaodong Liu; Oleksandr Polozov; Matthew Richardson,2020,resolved,200,INTRO-9,docs/9.失敗パターンに応じて高度化する/序文.md,
SRC-170,Retrieval Meets Long Context,https://openreview.net/forum?id=xw5nxFWMlo,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Retrieval meets Long Context Large Language Models,Peng Xu; Wei Ping; Xianchao Wu; Lawrence McAfee; Chen Zhu; Zihan Liu; Sandeep Subramanian; Evelina Bakhturina; Mohammad Shoeybi; Bryan Catanzaro,2024,resolved,200,INTRO-9,docs/9.失敗パターンに応じて高度化する/序文.md,redirected_to=https://openreview.net/challenge?redirect=%2Fforum%3Fid%3Dxw5nxFWMlo; metadata_override=publisher_or_official_source
SRC-171,Lost in the Middle / Lost in the Middle: How Language Models Use Long Contexts,https://aclanthology.org/2024.tacl-1.9/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Lost in the Middle: How Language Models Use Long Contexts,Nelson F. Liu; Kevin Lin; John Hewitt; Ashwin Paranjape; Michele Bevilacqua; Fabio Petroni; Percy Liang,2024,resolved,200,INTRO-9;11.3.4,docs/9.失敗パターンに応じて高度化する/序文.md,
SRC-172,Dynamic Tree Memory,https://proceedings.iclr.cc/paper_files/paper/2025/file/0382cb76309820f71c6eacd47b36ce71-Paper-Conference.pdf,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,From Isolated Conversations to Hierarchical Schemas: Dynamic Tree Memory Representation for LLMs,Alireza Rezazadeh; Zichao Li; Wei Wei; Yujia Bao,2025,resolved,200,INTRO-9,docs/9.失敗パターンに応じて高度化する/序文.md,metadata_override=publisher_or_official_source
SRC-173,Document Screenshot Embedding,https://aclanthology.org/2024.emnlp-main.373/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Unifying Multimodal Retrieval via Document Screenshot Embedding,Xueguang Ma; Sheng-Chieh Lin; Minghan Li; Wenhu Chen; Jimmy Lin,2024,resolved,200,INTRO-9,docs/9.失敗パターンに応じて高度化する/序文.md,
