state_id,unit_id,chapter,file,line_start,line_end,heading,summary,technical_elements,source_ids,invariant_ids,scenario_ids,result,finding_ids,review_note
STATE-198,7.4.4,7,docs/7.品質を評価し改善する/7.4.Retrieval評価.md,82,92,metadata・ACL filter評価,フィルターは、権限外の情報を防ぐことと、利用可能な正解を残すことの両面で評価します。 テナント、役割、日付、状態、版、情報源種別を単独と組み合わせで試します。 権限外候補の混入率と、過剰な絞り込みによる正解欠落率を別々に測ります。 [ACORN](https://arxiv.org/abs/2403.04871)が構造化条件付きのベクトル検索を扱うように、条件へ一致する文書の割合ごとにRecallと遅延も測ります。 アクセス制御違反は許容件数ゼロの安全条件にします。 製品や言語のように誤りが直ちに漏えいへつながらない条件は、検索品質の指標として分離します。,Metadata・Provenance;ACL・認可,SRC-049,INV-004;INV-005;INV-019;INV-001;INV-002;INV-003;INV-015,SCN-001;SCN-006;SCN-002;SCN-007;SCN-016;SCN-018;SCN-019;SCN-003;SCN-005;SCN-004;SCN-013;SCN-014;SCN-015,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-199,7.4.5,7,docs/7.品質を評価し改善する/7.4.Retrieval評価.md,93,113,性能・cost・統計的比較,検索品質には、検索工程の中央値、95パーセンタイル、99パーセンタイルの遅延、タイムアウト率、一質問当たりの費用を添えます。 候補件数、複数質問数、融合数、近似検索の探索幅を増やすとRecallは上がり得ますが、遅延と後段の費用も増えます。 HNSWを使う場合は検索時探索幅を段階的に変え、品質と遅延の曲線を作ります。 フィルターの厳しさや同時要求数を変えた負荷試験も実施します。 全体平均だけでなく、テナントや質問形式ごとの遅い要求を確認します。 サービス水準目標を超えたときに簡易検索へ切り替えるなら、その切り替えによる品質低下も評価します。 基準構成と候補構成は、同じ質問に対する差として比較します。 平均nDCGの差だけでなく、改善件数、悪化件数、重大事例の変化、ブートストラップ信頼区間を示します。 少数の質問が平均を大きく動かしていないか、質問ごとの差の分布を確認します。 多くの設定を試した後に同じ試験データで最良値を選ぶと、試験データへの選択の偏りが生じます。 開発データで設定を選び、未使用の保留データで最終確認します。 統計的な差があっても、費用に見合わない小さな改善は採用しない場合があります。 重要スライスには、業務上許容できる非劣化幅を設定します。,Vector index・ANN;Retrieval評価;Cost・Routing,,INV-003;INV-006;INV-018;INV-020;INV-021,SCN-004;SCN-019;SCN-008;SCN-018,整合（節内契約／原点資料の直接割当なし）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-200,7.4.6,7,docs/7.品質を評価し改善する/7.4.Retrieval評価.md,114,123,failure reason,検索失敗は、正解がコーパスにない、インデックスが古い、解析や分割で欠けた、埋め込みが合わない、質問変換が逸脱した、フィルターが過剰だった、順位が低かった、という原因へ分類します。 正解文書が存在しない事例を検索モデルの再学習へ回しても解決しません。 トレースを候補生成の前から追い、正解が最初に失われた工程を失敗理由にします。 [RAGChecker](https://arxiv.org/abs/2408.08067)のように検索と生成を分け、生成結果が誤っていても、まず根拠が候補へ入っていたかを確認します。 各分類に担当者と代表的な修正手段を割り当てます。 新しい失敗は固定事例として回帰試験へ追加します。,Embedding;Regression・A/B・Canary,SRC-110,INV-006;INV-017;INV-018;INV-020,SCN-008;SCN-017;SCN-018,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-201,7.5.1,7,docs/7.品質を評価し改善する/7.5.Post-retrieval・Evidence評価.md,6,16,各段階の入出力,# 7.5. Post-retrieval・Evidence評価 検索後処理は、検索器が返した候補を並べ替え、絞り込み、重複除去、圧縮、配置して最終コンテキストを作ります。 各段階の入出力を残し、ノイズを減らしながら必要な根拠を保持できたかを評価します。 初期検索候補、再順位付け後、フィルター後、圧縮後、最終コンテキストを別々の成果物として保存します。 各根拠には、安定したID、順位、スコア、情報源の版、除外理由を付けます。 中間状態がなければ、最終回答から根拠を失った工程を推測するしかありません。 [RAGChecker](https://arxiv.org/abs/2408.08067)が検索と生成の責任を分けるように、工程間のID対応を使って最初の消失点を特定します。 機密上の理由で候補本文を保存できない場合は、安定ID、内容のハッシュ、機密部分を除いた必要最小限のスパンを残します。 保存期間と閲覧権限も定め、評価記録自体が情報漏えい源にならないようにします。,ACL・認可;Privacy・機密情報,SRC-110,INV-001;INV-002;INV-003;INV-015;INV-024,SCN-003;SCN-019;SCN-005;SCN-004;SCN-013;SCN-014;SCN-015;SCN-016,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-202,7.5.2,7,docs/7.品質を評価し改善する/7.5.Post-retrieval・Evidence評価.md,17,38,rerankingとfiltering,再順位付け器は候補の順序を詳しく付け直しますが、初期検索で拾った希少な正解を下位へ落とす場合があります。 処理前後のMRR、nDCG、Precision@k、各正解の順位を比較します。 初期候補20件、50件、100件と、最終候補5件、10件の組み合わせを試します。 [BERTによる文書断片の再順位付け](https://arxiv.org/abs/1901.04085)のような交差符号化器、[monoT5](https://arxiv.org/abs/2003.06713)のような系列変換モデル、LLMによるリスト比較では、計算量と再現性が異なります。 型番、短い質問、少数言語、複数根拠を別スライスで確認します。 タイムアウト時に初期順位を使うなら、その代替経路の品質も測ります。 全体平均が改善しても、重大な正解を落とす構成は合格にしません。 関連性、情報源の信頼度、新しさ、有効期間、アクセス権は、目的が異なるフィルターです。 それぞれについて、不適切な根拠を除けた割合と、正しい根拠を誤って除いた割合を測ります。 ルールによる判定とモデルによる判定を分け、欠損値、境界時刻、複数権限の不許可事例を含めます。 検索中にフィルターを適用する方式では、後から候補を絞る場合より候補生成自体が変わります。 [ACORN](https://arxiv.org/abs/2403.04871)のようなフィルター付き近似検索を評価するときは、最終候補だけでなく初期検索のRecallも確認します。 アクセス制御フィルターの失敗は独立した安全条件にします。 関連性や推奨度のフィルターは、品質の改善と,ACL・認可;Reranking;矛盾・版・時点;Retrieval評価,SRC-084;SRC-086;SRC-049,INV-001;INV-002;INV-003;INV-015;INV-008;INV-020;INV-005;INV-010;INV-013,SCN-003;SCN-019;SCN-005;SCN-004;SCN-013;SCN-014;SCN-015;SCN-016;SCN-001;SCN-002;SCN-007;SCN-011;SCN-012;SCN-010,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-203,7.5.3,7,docs/7.品質を評価し改善する/7.5.Post-retrieval・Evidence評価.md,39,50,deduplicationとdiversity,重複除去の目的は、情報の範囲を保ちながら同じ内容が占めるトークンを減らすことです。 完全一致、ほぼ一致、隣接チャンクの重なり、新旧版の重複を分けて検出します。 コンテキスト内の重複率、異なる文書数、正解論点の網羅率を処理前後で測ります。 [MMR](https://dl.acm.org/doi/10.1145/290941.291025)は、質問との関連性と、すでに選んだ候補との非類似性を組み合わせて候補を選びます。 両者の重みを変え、情報源の多様性を増やしても主要根拠を失わない範囲を探します。 複数チャンクを代表一件へまとめる場合も、元の文書IDと位置をすべて保持します。 同じ内容を転載したミラーサイトを、独立した複数の証拠として数えないようにします。,Chunking;Dedup・Diversity;矛盾・版・時点,SRC-082,INV-004;INV-008;INV-022;INV-005;INV-010;INV-013,SCN-001;SCN-006;SCN-002;SCN-007;SCN-011;SCN-012;SCN-010,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-204,7.5.4,7,docs/7.品質を評価し改善する/7.5.Post-retrieval・Evidence評価.md,51,72,compressionとcontext packing,圧縮は、削減したトークンの割合と、必要な根拠を保持した割合を対にして評価します。 抽出型では条件、否定、表の見出しの欠落を確認し、要約型では元にない主張と矛盾の消失を確認します。 トークン単位の圧縮では、可読性と、数値や固有名詞など保護対象の保持を確認します。 [RECOMP](https://arxiv.org/abs/2310.04408)と[LLMLingua](https://arxiv.org/abs/2310.05736)は、入力を短くしながら下流タスクの性能を保つことを目指します。 圧縮率だけを競わず、回答の正確性と完全性が保たれることを要求します。 圧縮後の引用IDから元文書のスパンへ戻れるか、数値と日付が一致するかをルールで検査します。 質問形式ごとに効果を比べ、短い根拠まで一律に圧縮しないようにします。 同じ根拠集合でも、順序とトークン予算の配分によって生成結果は変わります。 全体の上限、情報源ごとのまとまり、親チャンクの展開、論点ごとの割り当てを比較します。 正解根拠を先頭、中央、末尾へ移す位置試験を行います。 [Lost in the Middle](https://arxiv.org/abs/2307.03172)は、長い入力の中央にある情報を言語モデルが利用しにくい場合を示しています。 根拠がコンテキストに存在するのに回答へ使われなかった割合を測ります。 コンテキストを長くしたときは、完全性だけでなく、遅延、費用、支持なし主張率も併記します。 重要根拠を複数位置へ重ねる場合は、引用先が曖昧にならないことを確認します。,Chunking;Context compression;Context packing;矛盾・版・時点;Citation;Cost・Routing,SRC-089;SRC-091;SRC-035,INV-004;INV-008;INV-022;INV-009;INV-021;INV-005;INV-010;INV-013;INV-012;INV-019,SCN-001;SCN-006;SCN-010;SCN-002;SCN-007;SCN-011;SCN-012;SCN-016;SCN-018;SCN-019,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-205,7.5.5,7,docs/7.品質を評価し改善する/7.5.Post-retrieval・Evidence評価.md,73,93,Evidence completeness・矛盾・version,根拠集合の完全性は、一件でも正解があるかではなく、回答に必要な論点がそろっているかを表します。 主要根拠、補助根拠、反対根拠を区別し、複数段階の質問では各段階に必要な根拠を定義します。 [KILT](https://arxiv.org/abs/2009.02252)の情報源評価と[FActScore](https://arxiv.org/abs/2305.14251)の事実分解を応用し、回答に必要な各主張をどの根拠が支えるか対応付けます。 各主張の根拠が残った割合を測ると、部分的な網羅を全回答可能と誤認しにくくなります。 不足がある場合の期待動作も評価します。 追加検索、根拠がある範囲だけの部分回答、確認質問、回答保留のいずれへ進むべきかを事例ごとに指定します。 新旧版や反対の記述を最終コンテキストへどう渡すかも評価します。 有効日、情報源の信頼度、版のつながりに従って現在の根拠を選べるかを固定事例で確認します。 解消できない矛盾は一方を消さず、識別できる別の根拠として保持します。 [FreshLLMs](https://arxiv.org/abs/2310.03214)が変化する知識に対する検索拡張を評価するように、現在についての質問と過去時点についての質問を分けます。 同じ文書集合でも、質問の基準日時によって正解となる版が逆転します。 多数決や検索スコアだけで新しい少数資料を落とす失敗を検出します。 期限切れの根拠しかない場合は、回答可能と判定せず、古い情報であることを伝える動作へつなげます。,矛盾・版・時点;Answerability・Refusal,SRC-036;SRC-094;SRC-013,INV-005;INV-010;INV-013;INV-009,SCN-001;SCN-002;SCN-007;SCN-011;SCN-012;SCN-010,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-206,7.5.6,7,docs/7.品質を評価し改善する/7.5.Post-retrieval・Evidence評価.md,94,120,最終回答への影響・性能・failure,検索後処理の局所指標が良くても、最終回答が悪化する場合があります。 再順位付けでnDCGが上がる一方で情報源の多様性が失われたり、圧縮でトークンが減る一方で例外条件が消えたりするためです。 各処理の変更を、回答の正確性、根拠忠実性、引用精度、完全性へ結び付けて比較します。 [RAGGED](https://arxiv.org/abs/2403.09040)が検索件数と生成モデルのノイズへの強さの関係を調べるように、構成要素単独の改善をシステム全体の改善とはみなしません。 処理を一つずつ切り替え、同じ質問と生成設定で最終回答まで評価します。 下流の重要指標が許容幅を超えて悪化しないことを公開条件にします。 再順位付け器、圧縮器、LLMによる判定を加えると、検索後処理が遅延と費用の中心になる場合があります。 各工程の遅延、入力と出力のトークン数、モデル呼び出し回数、候補件数、一質問当たりの費用を記録します。 すべての質問へ処理を適用する構成と、難しい質問だけに適用する経路制御を比較します。 圧縮による生成費用の削減が、圧縮モデルの追加費用を上回るかを確認します。 再順位付け候補を増やしたときのRecall改善も、増加した遅延と対にして判断します。 平均値だけでなく95パーセンタイルと、要求が集中したときの待ち行列を確認します。 品質と費用の両方で別の構成に劣る選択肢は、候補から外します。 失敗理由は、再順位付けでの順位低下、フィルターの誤除去、重複除去の誤統合、圧縮による欠落、配置位置、予算不足へ分けます。 最終コンテキストから推測せず、各段階のID対応と除外理由から、根拠が最初に,Citation;Retrieval評価;Regression・A/B・Canary;Cost・Routing,SRC-107,INV-004;INV-012;INV-019;INV-020;INV-017;INV-018;INV-021,SCN-001;SCN-006;SCN-011;SCN-016;SCN-018;SCN-019;SCN-017,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-207,7.6.1,7,docs/7.品質を評価し改善する/7.6.Generation評価.md,6,35,生成条件・answer correctness・claim分解,# 7.6. Generation評価 生成評価は、最終コンテキストを受け取ったモデルが、質問へ正しく、根拠に沿って、指定形式で答えられたかを測ります。 検索結果を固定して生成だけを比較し、回答を主張単位へ分解して失敗を調べます。 生成モデルやプロンプトだけを比較する場合は、質問と最終コンテキストを同じにします。 取得根拠が異なる状態で回答を比べても、生成能力による差か検索による差かを判別できません。 モデルと版、プロンプト、温度、最大出力トークン数、出力スキーマ、乱数シードを記録します。 基準構成と候補構成へ、同じ根拠IDと同じ順序のコンテキストを渡します。 生成では、同じ入力でも出力が変わる場合があります。 複数回実行する場合は回数と抽出条件をそろえ、平均だけでなく得点の分散と重大な失敗の発生回数を報告します。 回答の正確性は、模範回答との文字列完全一致だけでは測れません。 必須となる事実、数値、日付、条件、例外、手順を採点基準にし、許容表現、数値の許容誤差、含めてはいけない主張を定めます。 調査や比較の質問には複数の妥当な答えがあります。 この場合は、必要な主張をどこまで含んだかと、中心結論に重大な誤りがないかを人が確認します。 [FActScore](https://arxiv.org/abs/2305.14251)のように長文を原子的な事実へ分けると、一部だけ正しい回答を全体正解へ丸めずに済みます。 模範回答も文書更新によって古くなるため、基準日時と情報源の版を付けて定期的に見直します。 主張は、根拠によって真偽や支持を確認できる回答中の最小単位です。 数値、日付、固,横断説明・導入・判断基準,SRC-094;SRC-098,,,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-208,7.6.2,7,docs/7.品質を評価し改善する/7.6.Generation評価.md,36,55,faithfulnessとcontext utilization,根拠忠実性は、回答が一般に正しいかではなく、与えたコンテキストに支えられているかを問います。 コンテキストにない補足、根拠が示す範囲を超えた一般化、条件や否定の欠落を主張単位で検出します。 [RAGAS](https://arxiv.org/abs/2309.15217)は根拠忠実性をRAG評価の軸として扱い、[RAGTruth](https://arxiv.org/abs/2401.00396)は検索拡張回答に含まれる支持なしや矛盾した生成を分類しています。 モデルの内部知識から見て正しい文でも、提示した根拠で確認できなければ、根拠性の評価では支持なしとします。 支持なし主張の割合に加え、重大度が高い支持なし主張の件数を示します。 多数の軽微な主張で重大な一件を目立たなくしないためです。 正解根拠が最終コンテキストにあるのに回答が使わない場合、主な問題は検索ではなく生成にあります。 必要な各主張と正解根拠を対応付け、利用した、見落とした、不要な根拠へ依存した、の状態を記録します。 [RAGChecker](https://arxiv.org/abs/2408.08067)は、コンテキストに含まれる主張と回答に含まれる主張を使って、検索器と生成器の責任を細かく分けます。 この分解により、追加検索が必要な事例と、プロンプトや生成モデルを直すべき事例を区別できます。 正解根拠の位置、コンテキスト長、ノイズ量を一つずつ変えます。 プロンプト変更とモデル変更も別々に比較し、どの条件で根拠を見落とすかを確認します。,矛盾・版・時点;Generation評価,SRC-112;SRC-090;SRC-110,INV-005;INV-010;INV-013;INV-009;INV-011;INV-012;INV-020,SCN-001;SCN-002;SCN-007;SCN-011;SCN-012;SCN-010,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-209,7.6.3,7,docs/7.品質を評価し改善する/7.6.Generation評価.md,56,77,citation precisionとcompleteness,引用精度は、付けた引用のうち、対応する主張を実際に支えるものの割合です。 正しい文書でも参照位置が違う、古い版である、話題が近いだけで結論を支えない、主張を反証している、といった状態を分けて記録します。 原文引用を表示する場合は、引用文字列が情報源に存在することをルールで検査します。 言い換えの場合は、自然言語推論モデルまたは人手で、情報源から主張が導けるかを判定します。 [ALCE](https://arxiv.org/abs/2305.14627)と[Attributable to Identified Sourcesの研究](https://arxiv.org/abs/2112.12870)が示すように、情報源が存在することと、その情報源が主張を支えることは同じではありません。 平均値とともに、重大な主張へ誤った引用を付けた件数を報告します。 引用の網羅性は、根拠を必要とする主張のうち、引用が付いたものの割合です。 引用先が主張を支持するかは引用の正しさで別に判定し、網羅性の分子へ混ぜません。 複数文書を統合した主張では、一つの引用だけで必要な条件をすべて支えられるとは限りません。 主張ごとに必要な根拠集合を定義し、その集合が引用されているかを確認します。 [ALCE](https://arxiv.org/abs/2305.14627)は、引用の正しさと網羅性を分けて長文回答を評価します。 引用精度が高くても、多くの主張に引用がなければ十分ではありません。 一般的な接続文や明らかに検証不要な案内へ大量の引用を付けることは、網羅性の改善には数えません。 過剰引用の件数も記録,Citation;Generation評価,SRC-037;SRC-102,INV-004;INV-012;INV-019;INV-009;INV-011;INV-020,SCN-001;SCN-006;SCN-011;SCN-016;SCN-018;SCN-019;SCN-010,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-210,7.6.4,7,docs/7.品質を評価し改善する/7.6.Generation評価.md,78,106,answer completeness・relevance・矛盾・answerability,完全性は質問に必要な論点を満たすかを測り、関連性は不要な話題へ逸れずに答えたかを測ります。 前提、例外、比較軸、手順を必須論点として採点基準へ書き、単なる回答の長さとは分けます。 短い回答が重要条件を落としていれば、完全性は低くなります。 長い回答が全論点を含んでも、無関係な説明が多ければ関連性は低くなります。 [G-Eval](https://arxiv.org/abs/2303.16634)のようにLLMで採点する場合は、点数ごとの代表例を用意し、人手評価との一致を確認します。 含めるべき論点と不要な部分を別々に数え、長文化を完全性の改善と誤認しないようにします。 資料間の矛盾や時間変化を含む質問では、単一の正答文字列よりも回答の行動を評価します。 新旧版があれば有効期間に従うか、同程度に信頼できる資料が対立すれば断定を避けて併記するか、採用した情報源の優先理由を説明できるかを確認します。 [StreamingQA](https://arxiv.org/abs/2205.11388)のような時間とともに知識が変わる評価を参考に、現在、過去の基準日、将来の施行予定を分けた事例を作ります。 最新の日付だけを機械的に選ぶ、古い根拠だけで現在を答える、矛盾を隠して一つに要約する動作を別の失敗として記録します。 根拠から一意に決められない場合の正しい保留も成功に含めます。 無理に断定した回答だけを高く評価してはいけません。 回答可能性の評価では、回答可能、根拠不足、曖昧、権限不足、対象外を分けます。 [SQuAD 2.0](https://arxiv.org/abs/1806.038,ACL・認可;Dense retrieval;矛盾・版・時点;Answerability・Refusal,SRC-113;SRC-038;SRC-101,INV-001;INV-002;INV-003;INV-015;INV-006;INV-008;INV-005;INV-010;INV-013;INV-009,SCN-003;SCN-019;SCN-005;SCN-004;SCN-013;SCN-014;SCN-015;SCN-016;SCN-008;SCN-001;SCN-002;SCN-007;SCN-011;SCN-012;SCN-010,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-211,7.6.5,7,docs/7.品質を評価し改善する/7.6.Generation評価.md,107,126,noise・counterfactual robustness・format,ノイズ耐性は、無関係な文書が混ざっても正しい根拠を選べるかを表します。 反事実への耐性は、モデルの内部知識と提示された根拠が食い違う条件で、指定された評価方針に従えるかを表します。 [RGB](https://arxiv.org/abs/2309.01431)は、ノイズがあっても正しい根拠を選ぶ力、答えがない場合の拒否、複数情報の統合、事実と異なる前提を退ける力を分けて評価します。 ノイズの件数と位置を段階的に変え、検索スコアが高い誤情報や、もっともらしい反対資料も加えます。 モデルが根拠を無視して内部知識へ固執した場合と、信頼できない根拠へ無条件に従った場合を別の失敗にします。 どの情報源を優先すべきかは、事例の期待動作として先に指定します。 内容が正しくても、指定したJSONを解析できなければシステム連携では失敗です。 JSON Schema、必須項目、列数、列挙値、引用ID、ツール引数の型と範囲を決定的なルールで検査します。 形式の解析失敗と内容の誤りは、別の指標にします。 形式修正の再試行で内容が変わる場合もあるため、初回出力と修正後出力の両方を保存します。 ツール引数の禁止項目や許容範囲を、自然言語による採点だけへ任せません。 形式準拠を改善するプロンプト変更が、根拠忠実性や完全性を悪化させていないかも確認します。,Citation,SRC-109,INV-004;INV-012;INV-019,SCN-001;SCN-006;SCN-011;SCN-016;SCN-018;SCN-019,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-212,7.6.6,7,docs/7.品質を評価し改善する/7.6.Generation評価.md,127,146,評価器の校正と失敗事例の保存,ルール、自然言語推論モデル、主張検査器、LLM採点者、人手を、判定内容に合わせて組み合わせます。 数値や形式はルール、意味的な支持関係は人手基準との一致を確認したモデル、重大で曖昧な判断は人が担当する構成が一例です。 人が確認した評価集合で、評価器の適合率、再現率、混同行列を測ります。 言語、領域、回答長、主張形式ごとの誤差も確認します。 [LLM採点者の研究](https://arxiv.org/abs/2306.05685)が示す回答位置や長さの偏りに対しては、回答順の反転や長さを独立軸にする対策を取ります。 採点モデルや評価プロンプトを変えた場合は、人手基準との一致を再確認します。 新旧の評価器による得点を、尺度が同じであるかの確認なしに直接比較しません。 低得点の回答を集計表だけへ残さず、再現可能な失敗事例として保存します。 支持なし、根拠との矛盾、引用不一致、論点欠落、過剰拒否、形式違反へ分類します。 事例IDで、質問、最終コンテキスト、回答、判定理由、モデルとプロンプトの版を結び付けます。 個人情報や機密は除去しますが、原因を再現するために必要な条件は保持します。 修正後も事例を回帰試験から削除しません。 発生頻度、重大度、業務影響を使って改善順を決め、同種の失敗が再発していないか追跡します。,矛盾・版・時点;Citation;Regression・A/B・Canary;Privacy・機密情報;更新・削除・Rollback,SRC-114,INV-005;INV-010;INV-013;INV-004;INV-012;INV-019;INV-017;INV-018;INV-020;INV-024;INV-003;INV-023,SCN-001;SCN-002;SCN-007;SCN-011;SCN-012;SCN-010;SCN-006;SCN-016;SCN-018;SCN-019;SCN-017;SCN-004,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-213,7.7.1,7,docs/7.品質を評価し改善する/7.7.End-to-end評価.md,6,35,業務task・scenario・offline評価,# 7.7. End-to-end評価 端から端までの評価は、情報源の取り込みから回答や操作の完了までを一つのシステムとして確認します。 各工程の指標と利用者のタスク達成を結び付け、公開判断と本番改善へつなげます。 一問一答の正確性だけでなく、利用者が達成したい業務を評価単位にします。 よくある質問への回答、製品比較、判断支援、手順案内、複数回の対話、ツール連携では成功条件が異なります。 タスクごとに、成功、部分成功、失敗、適切な担当者への引き継ぎを定義します。 たとえば申請手続きの案内では、必要書類、対象条件、提出先を根拠付きで確認できて初めて成功とします。 文章が生成されたことだけを完了とはみなしません。 [RAG評価のサーベイ](https://arxiv.org/abs/2405.07437)が検索と生成を含む複数の評価側面を整理するように、回答、根拠、行動、完了までの時間を同時に見ます。 利用者が回答後に人手で確認する時間も、業務負担の一部として扱います。 評価シナリオには、質問だけでなく、利用者の権限、コーパスの版、期待する行動、必須の引用、禁止する行動を含めます。 単一根拠、複数根拠、会話、旧版混在、矛盾、権限不足、ツール障害を組み合わせます。 実際の利用分布を表すコア集合と、限界を探るストレス集合を分けます。 [RGB](https://arxiv.org/abs/2309.01431)のように、同じ質問でもノイズや答えの有無を変えた対照事例を作ると、特定の能力を切り分けられます。 期待値には正答文字列だけでなく、使うべき根拠、拒否すべき条件、確認すべき曖昧さを,Ingestion;ACL・認可;矛盾・版・時点;Citation;Generation評価,SRC-105;SRC-109;SRC-106,INV-003;INV-022;INV-023;INV-001;INV-002;INV-015;INV-005;INV-010;INV-013;INV-004;INV-012;INV-019;INV-009;INV-011;INV-020,SCN-004;SCN-019;SCN-003;SCN-005;SCN-013;SCN-014;SCN-015;SCN-016;SCN-001;SCN-002;SCN-007;SCN-011;SCN-012;SCN-010;SCN-006;SCN-018,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-214,7.7.2,7,docs/7.品質を評価し改善する/7.7.End-to-end評価.md,36,88,Human rubric・rule・LLM-as-a-judge,人手評価では、正確性、実用性、完全性、引用、安全性、明瞭さを別々に採点します。 総合的な印象だけでは、改善先を判断できません。 各点数に代表回答を置き、複数の評価者が同じ境界を使えるようにします。 影響の大きい事例は二人以上が独立して評価し、不一致を別の担当者が裁定します。 専門知識が必要な正しさは領域専門家が、説明の分かりやすさは対象利用者が評価するなど、役割ごとに基準を分けます。 [HAGRID](https://arxiv.org/abs/2307.16883)のように、回答だけでなく情報源との対応も評価対象にします。 LLM採点者は、大量の事例を一次判定し、人が確認すべき候補を絞るために使います。 直接採点と一対比較を使い分け、候補モデル名を隠し、回答順を反転します。 [MT-BenchとChatbot Arenaの研究](https://arxiv.org/abs/2306.05685)が示す回答位置や長さの偏りを踏まえ、詳しさを正確性とは別に採点します。 人手集合との一致率とスライス別の誤差を定期的に確認します。 重大な安全違反や、法務、医療など専門的で微妙な判断を自動採点だけで確定しません。 採点者が低い確信を示した事例や、複数採点者が一致しない事例を人へ送ります。 採点モデルを更新したときは、評価尺度の連続性を再確認します。 人手評価では、「良い回答か」という一問だけを尋ねません。 正確性、根拠忠実性、完全性、引用、実用性、安全性を独立した項目として採点します。 このような採点基準をルーブリックと呼びます。 各点数には代表例を置き、境界事例を誰が裁定するかを決め,Citation;Generation評価,SRC-115;SRC-114;SRC-113,INV-004;INV-012;INV-019;INV-009;INV-011;INV-020,SCN-001;SCN-006;SCN-011;SCN-016;SCN-018;SCN-019;SCN-010,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-215,7.7.3,7,docs/7.品質を評価し改善する/7.7.End-to-end評価.md,89,108,answerability・safety・stress test,端から端までの評価には、答えるべき質問だけでなく、根拠なし、権限外、曖昧、危険な操作要求を含めます。 正しい拒否と誤拒否を分け、確認質問が必要な事例では適切に対話を続けられるかを確認します。 アクセス制御の漏えい、根拠なしの重大な断定、未承認のツール実行は許容件数ゼロの安全条件にします。 [PoisonedRAG](https://arxiv.org/abs/2402.07867)が扱う知識汚染や、[間接プロンプトインジェクションの研究](https://arxiv.org/abs/2302.12173)が示す文書経由の命令を、隔離環境で試します。 安全対策によって回答可能な質問まで拒否していないかも測ります。 ただし、有用性の平均値で一件の漏えいを相殺しません。 ノイズ文書数、旧版の割合、OCR誤り、コンテキスト長、必要な推論段階数、混在言語を一つずつ増やします。 同じ正解根拠を先頭、中央、末尾へ動かし、モデルの内部知識と異なる根拠も加えます。 複数の条件を一度に変える難問集だけでは、崩れた原因を判別できません。 一つの変数を段階的に変えた系列を作り、どの強度でタスク成功率が急落するかを曲線で示します。 失敗時に追加検索、回答保留、簡易経路への切り替えが期待どおり動くかも確認します。 限界を把握すると、対応できない条件を利用者へ明示できます。,文書解析・Layout・OCR;ACL・認可;矛盾・版・時点;Answerability・Refusal;Prompt injection・Poisoning,SRC-039;SRC-096,INV-004;INV-022;INV-001;INV-002;INV-003;INV-015;INV-005;INV-010;INV-013;INV-009;INV-014,SCN-001;SCN-006;SCN-003;SCN-019;SCN-005;SCN-004;SCN-013;SCN-014;SCN-015;SCN-016;SCN-002;SCN-007;SCN-011;SCN-012;SCN-010,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
