source_id,title,url,trust_tier,inspection_status,evidence_scope,formal_atoms,projection_summary,retrieval_date,notes
SRC-128,Benchmarking and Defending Against Indirect Prompt Injection Attacks on Large Language Models,https://arxiv.org/abs/2312.14197,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;evaluation=true;benchmark=true;security=true;prompt_injection=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, evaluation=true, benchmark=true, security=true, prompt_injection=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-129,The Instruction Hierarchy: Training LLMs to Prioritize Privileged Instructions,https://arxiv.org/abs/2404.13208,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;hierarchical=true;security=true;prompt_injection=true,"Controlled projection: retrieval=true, generation=true, hierarchical=true, security=true, prompt_injection=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-130,Model Cards for Model Reporting,https://arxiv.org/abs/1810.03993,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;model_documentation=true;evaluation=true;benchmark=true,"Controlled projection: retrieval=true, model_documentation=true, evaluation=true, benchmark=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-131,The Tail at Scale,https://research.google/pubs/the-tail-at-scale/,B,PRIMARY_PAGE_INSPECTED,primary_page,retrieval=true;latency=true;fault_tolerance=true;empirical_result=true,"Controlled projection: retrieval=true, latency=true, fault_tolerance=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-132,Efficient Memory Management for Large Language Model Serving with PagedAttention,https://arxiv.org/abs/2309.06180,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;evaluation=true;latency=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, evaluation=true, latency=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-133,FrugalGPT: How to Use Large Language Models While Reducing Cost and Improving Performance,https://arxiv.org/abs/2305.05176,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;cost=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, cost=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-134,RouteLLM: Learning to Route LLMs with Preference Data,https://arxiv.org/abs/2406.18665,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;evaluation=true;benchmark=true;cost=true,"Controlled projection: retrieval=true, generation=true, evaluation=true, benchmark=true, cost=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-135,Failing Loudly: An Empirical Study of Methods for Detecting Dataset Shift,https://arxiv.org/abs/1810.11953,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;dataset_shift=true;dimension_contract=true,"Controlled projection: retrieval=true, dataset_shift=true, dimension_contract=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-136,Towards Trustworthy Retrieval Augmented Generation for Large Language Models: A Survey,https://arxiv.org/abs/2502.06872,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;external_knowledge=true;hallucination=true;temporal_freshness=true;security=true;privacy=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, external_knowledge=true, hallucination=true, temporal_freshness=true, security=true, privacy=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-137,Fairness and Abstraction in Sociotechnical Systems,https://doi.org/10.1145/3287560.3287598,A,PRIMARY_PAGE_INSPECTED,primary_page,,No controlled atom recognized,2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-138,On the Dangers of Stochastic Parrots,https://dl.acm.org/doi/10.1145/3442188.3445922,A,PRIMARY_PAGE_INSPECTED,primary_page,,No controlled atom recognized,2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-139,Retrieval-Augmented Generation for Large Language Models: A Survey,https://arxiv.org/abs/2312.10997,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;knowledge_intensive=true;hallucination=true;temporal_freshness=true;evaluation=true;benchmark=true;modular=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, knowledge_intensive=true, hallucination=true, temporal_freshness=true, evaluation=true, benchmark=true, modular=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-140,Modular RAG: Transforming RAG Systems into LEGO-like Reconfigurable Frameworks,https://arxiv.org/abs/2407.21059,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;knowledge_intensive=true;modular=true,"Controlled projection: rag=true, retrieval=true, generation=true, knowledge_intensive=true, modular=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-141,Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering,https://arxiv.org/abs/2007.01282,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;external_knowledge=true;open_domain_qa=true;evidence_support=true;evaluation=true;benchmark=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, external_knowledge=true, open_domain_qa=true, evidence_support=true, evaluation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-142,REALM: Retrieval-Augmented Language Model Pre-Training,https://arxiv.org/abs/2002.08909,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;open_domain_qa=true;evaluation=true;benchmark=true;modular=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, open_domain_qa=true, evaluation=true, benchmark=true, modular=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-143,Improving language models by retrieving from trillions of tokens,https://arxiv.org/abs/2112.04426,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;knowledge_intensive=true;scalability=true,"Controlled projection: retrieval=true, generation=true, knowledge_intensive=true, scalability=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-144,Open-Domain Question Answering Goes Conversational via Question Rewriting,https://arxiv.org/abs/2010.04898,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;open_domain_qa=true;query_rewrite=true;evaluation=true;benchmark=true;empirical_result=true,"Controlled projection: retrieval=true, open_domain_qa=true, query_rewrite=true, evaluation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-145,CONQRR: Conversational Query Rewriting for Retrieval with Reinforcement Learning,https://arxiv.org/abs/2112.08558,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;query_rewrite=true;empirical_result=true,"Controlled projection: retrieval=true, query_rewrite=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-146,Few-Shot Conversational Dense Retrieval,https://arxiv.org/abs/2105.04166,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;dense=true;similarity=dot_product;learned=true;query_rewrite=true;recall_metric=true;empirical_result=true,"Controlled projection: retrieval=true, dense=true, similarity=dot_product, learned=true, query_rewrite=true, recall_metric=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-147,Federated Retrieval Augmented Generation for Multi-Product Question Answering,https://aclanthology.org/2025.coling-industry.33/,A,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;hallucination=true;verification=true;evaluation=true;benchmark=true;recall_metric=true;cost=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, hallucination=true, verification=true, evaluation=true, benchmark=true, recall_metric=true, cost=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-148,"MoR: Better Handling Diverse Queries with a Mixture of Sparse, Dense, and Human Retrievers",https://aclanthology.org/2025.emnlp-main.601/,A,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;verification=true;dense=true;lexical=true;tf_saturation=true;length_normalization=true;modular=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, verification=true, dense=true, lexical=true, tf_saturation=true, length_normalization=true, modular=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-149,R^3AG: Retriever Routing for Retrieval-Augmented Generation,https://aclanthology.org/2026.acl-long.939/,A,PRIMARY_PAGE_INSPECTED,primary_page,rag=true;retrieval=true;generation=true;knowledge_intensive=true;verification=true;adaptive_strategy=true;dimension_contract=true,"Controlled projection: rag=true, retrieval=true, generation=true, knowledge_intensive=true, verification=true, adaptive_strategy=true, dimension_contract=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-150,RAT-SQL: Relation-Aware Schema Encoding and Linking for Text-to-SQL Parsers,https://arxiv.org/abs/1911.04942,B,PRIMARY_PAGE_INSPECTED,primary_page,text_to_sql=true,Controlled projection: text_to_sql=true,2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-151,DIN-SQL: Decomposed In-Context Learning of Text-to-SQL with Self-Correction,https://arxiv.org/abs/2304.11015,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;evaluation=true;benchmark=true;text_to_sql=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, evaluation=true, benchmark=true, text_to_sql=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-152,RULER: What's the Real Context Size of Your Long-Context Language Models?,https://arxiv.org/abs/2404.06654,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;multi_hop=true;long_context=true;evaluation=true;benchmark=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, multi_hop=true, long_context=true, evaluation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-153,"LongBench: A Bilingual, Multitask Benchmark for Long Context Understanding",https://aclanthology.org/2024.acl-long.172/,A,PRIMARY_PAGE_INSPECTED,primary_page,retrieval=true;generation=true;verification=true;long_context=true;evaluation=true;benchmark=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, verification=true, long_context=true, evaluation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-154,RAPTOR: Recursive Abstractive Processing for Tree-Organized Retrieval,https://proceedings.iclr.cc/paper_files/paper/2024/hash/8a2acd174940dbca361a6398a4f9df91-Abstract-Conference.html,A,PRIMARY_PAGE_INSPECTED,primary_page,rag=true;retrieval=true;generation=true;verification=true;hierarchical=true;multi_hop=true;evaluation=true;benchmark=true;ab_testing=true;empirical_result=true;generated_summaries=true;provenance_required=true,"Controlled projection: rag=true, retrieval=true, generation=true, verification=true, hierarchical=true, multi_hop=true, evaluation=true, benchmark=true, ab_testing=true, empirical_result=true, generated_summaries=true, provenance_required=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-155,TreeRAG: Unleashing the Power of Hierarchical Storage for Enhanced Knowledge Retrieval in Long Documents,https://aclanthology.org/2025.findings-acl.20/,A,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;verification=true;chunking=true;hierarchical=true;empirical_result=true;tree_search=true,"Controlled projection: rag=true, retrieval=true, generation=true, verification=true, chunking=true, hierarchical=true, empirical_result=true, tree_search=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-156,ZoomRAG: Hierarchical Random-walk Zooming across Multi-scale Information Graphs for Fast and Accurate RAG,https://aclanthology.org/2026.findings-acl.1643/,A,PRIMARY_PAGE_INSPECTED,primary_page,rag=true;retrieval=true;verification=true;hierarchical=true;graph=true;coarse_to_fine=true,"Controlled projection: rag=true, retrieval=true, verification=true, hierarchical=true, graph=true, coarse_to_fine=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-157,From Local to Global: A Graph RAG Approach to Query-Focused Summarization,https://arxiv.org/abs/2404.16130,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;external_knowledge=true;graph=true;diversity=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, external_knowledge=true, graph=true, diversity=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-158,G-Retriever: Retrieval-Augmented Generation for Textual Graph Understanding and Question Answering,https://proceedings.neurips.cc/paper_files/paper/2024/file/efaf1c9726648c8ba363a5c927440529-Paper-Conference.pdf,A,PRIMARY_PAGE_INSPECTED,primary_page,rag=true;retrieval=true;generation=true;hallucination=true;graph=true;evaluation=true;benchmark=true;empirical_result=true;subgraph_retrieval=true,"Controlled projection: rag=true, retrieval=true, generation=true, hallucination=true, graph=true, evaluation=true, benchmark=true, empirical_result=true, subgraph_retrieval=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-159,HippoRAG: Neurobiologically Inspired Long-Term Memory for Large Language Models,https://proceedings.neurips.cc/paper_files/paper/2024/hash/6ddc001d07ca4f319af96a3024f6dbd1-Abstract-Conference.html,A,PRIMARY_PAGE_INSPECTED,primary_page,generation=true;graph=true;multi_hop=true,"Controlled projection: generation=true, graph=true, multi_hop=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-160,KnowGPT: Knowledge Graph based Prompting for Large Language Models,https://proceedings.neurips.cc/paper_files/paper/2024/hash/0b8705a611ed1ce19cdb759031078705-Abstract-Conference.html,A,PRIMARY_PAGE_INSPECTED,primary_page,rag=true;retrieval=true;generation=true;hallucination=true;verification=true;graph=true;subgraph_retrieval=true;evaluation=true;benchmark=true;cost=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, hallucination=true, verification=true, graph=true, subgraph_retrieval=true, evaluation=true, benchmark=true, cost=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-161,ColPali: Efficient Document Retrieval with Vision Language Models,https://proceedings.iclr.cc/paper_files/paper/2025/file/99e9e141aafc314f76b0ca3dd66898b3-Paper-Conference.pdf,A,PRIMARY_PAGE_INSPECTED,primary_page,rag=true;retrieval=true;generation=true;layout=true;ocr=true;chunking=true;multimodal=true;dense=true;multi_vector=true;late_interaction=true;evaluation=true;benchmark=true;embedding_model=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, layout=true, ocr=true, chunking=true, multimodal=true, dense=true, multi_vector=true, late_interaction=true, evaluation=true, benchmark=true, embedding_model=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-162,"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",https://arxiv.org/abs/2310.11511,B,PRIMARY_PAGE_INSPECTED,primary_page,rag=true;retrieval=true;generation=true;self_reflection=true,"Controlled projection: rag=true, retrieval=true, generation=true, self_reflection=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-163,Toolformer: Language Models Can Teach Themselves to Use Tools,https://arxiv.org/abs/2302.04761,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;tool_use=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, tool_use=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-164,ConvGQR: Generative Query Reformulation for Conversational Search,https://aclanthology.org/2023.acl-long.274/,A,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;verification=true;query_rewrite=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, verification=true, query_rewrite=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-165,IterCQR: Iterative Conversational Query Reformulation with Retrieval Guidance,https://aclanthology.org/2024.naacl-long.449/,A,PRIMARY_PAGE_INSPECTED,primary_page,retrieval=true;query_rewrite=true,"Controlled projection: retrieval=true, query_rewrite=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-166,Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity,https://aclanthology.org/2024.naacl-long.389/,A,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;external_knowledge=true;parametric_memory=true;open_domain_qa=true;verification=true;multi_hop=true;adaptive_strategy=true;bedrock_kb=true,"Controlled projection: rag=true, retrieval=true, generation=true, external_knowledge=true, parametric_memory=true, open_domain_qa=true, verification=true, multi_hop=true, adaptive_strategy=true, bedrock_kb=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-167,When and How to Augment Your Input: Question Routing Helps Balance the Accuracy and Efficiency of Large Language Models,https://aclanthology.org/2025.findings-naacl.200/,A,PRIMARY_PAGE_INSPECTED,primary_page,retrieval=true;generation=true;parametric_memory=true;verification=true;adaptive_strategy=true;latency=true,"Controlled projection: retrieval=true, generation=true, parametric_memory=true, verification=true, adaptive_strategy=true, latency=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-168,Spider: A Large-Scale Human-Labeled Dataset for Complex and Cross-Domain Semantic Parsing and Text-to-SQL Task,https://aclanthology.org/D18-1425/,A,PRIMARY_PAGE_INSPECTED,primary_page,benchmark=true;text_to_sql=true,"Controlled projection: benchmark=true, text_to_sql=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-169,RAT-SQL: Relation-Aware Schema Encoding and Linking for Text-to-SQL Parsers,https://aclanthology.org/2020.acl-main.677/,A,PRIMARY_ABSTRACT_INSPECTED,abstract,verification=true;lexical=true;text_to_sql=true;empirical_result=true,"Controlled projection: verification=true, lexical=true, text_to_sql=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-170,Retrieval meets Long Context Large Language Models,https://openreview.net/forum?id=xw5nxFWMlo,B,PRIMARY_PAGE_INSPECTED,primary_page,retrieval=true;generation=true;verification=true;long_context=true,"Controlled projection: retrieval=true, generation=true, verification=true, long_context=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-171,Lost in the Middle: How Language Models Use Long Contexts,https://aclanthology.org/2024.tacl-1.9/,A,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;verification=true;long_context=true;evaluation=true,"Controlled projection: retrieval=true, generation=true, verification=true, long_context=true, evaluation=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-172,From Isolated Conversations to Hierarchical Schemas: Dynamic Tree Memory Representation for LLMs,https://proceedings.iclr.cc/paper_files/paper/2025/file/0382cb76309820f71c6eacd47b36ce71-Paper-Conference.pdf,A,PRIMARY_PAGE_INSPECTED,primary_page,retrieval=true;generation=true;external_knowledge=true;hierarchical=true;evaluation=true;benchmark=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, external_knowledge=true, hierarchical=true, evaluation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-173,Unifying Multimodal Retrieval via Document Screenshot Embedding,https://aclanthology.org/2024.emnlp-main.373/,A,PRIMARY_PAGE_INSPECTED,primary_page,retrieval=true;multimodal=true,"Controlled projection: retrieval=true, multimodal=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-174,ReAct: Synergizing Reasoning and Acting in Language Models,https://openreview.net/forum?id=WE_vluYUL-X,B,PRIMARY_PAGE_INSPECTED,primary_page,generation=true;verification=true;tool_use=true,"Controlled projection: generation=true, verification=true, tool_use=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-175,Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions,https://aclanthology.org/2023.acl-long.557/,A,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;external_knowledge=true;knowledge_intensive=true;hallucination=true;verification=true;temporal_freshness=true;iterative=true;multi_hop=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, external_knowledge=true, knowledge_intensive=true, hallucination=true, verification=true, temporal_freshness=true, iterative=true, multi_hop=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-176,Retrieval Augmented Language Model Pre-Training,https://proceedings.mlr.press/v119/guu20a.html,A,PRIMARY_PAGE_INSPECTED,primary_page,rag=true;retrieval=true;generation=true;open_domain_qa=true;evaluation=true;benchmark=true;modular=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, open_domain_qa=true, evaluation=true, benchmark=true, modular=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-177,Improving Language Models by Retrieving from Trillions of Tokens,https://proceedings.mlr.press/v162/borgeaud22a.html,A,PRIMARY_PAGE_INSPECTED,primary_page,retrieval=true;generation=true;scalability=true,"Controlled projection: retrieval=true, generation=true, scalability=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-178,RetrieveAndGenerate API Reference,https://docs.aws.amazon.com/bedrock/latest/APIReference/API_agent-runtime_RetrieveAndGenerate.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,retrieval=true;generation=true;external_knowledge=true;citation=true;bedrock_kb=true;retrieve_and_generate=true,"Controlled projection: retrieval=true, generation=true, external_knowledge=true, citation=true, bedrock_kb=true, retrieve_and_generate=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-179,S3 VectorsとKnowledge Basesの制約,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-bedrock-kb.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,external_knowledge=true;bedrock_kb=true;s3_vectors=true,"Controlled projection: external_knowledge=true, bedrock_kb=true, s3_vectors=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-180,対応embedding model,https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base-supported.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,external_knowledge=true;bedrock_kb=true;embedding_model=true,"Controlled projection: external_knowledge=true, bedrock_kb=true, embedding_model=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-181,Titan Text Embeddings V2のrequest,https://docs.aws.amazon.com/bedrock/latest/userguide/model-parameters-titan-embed-text.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,generation=true;multimodal=true;bedrock_kb=true;embedding_model=true;dimension_contract=true,"Controlled projection: generation=true, multimodal=true, bedrock_kb=true, embedding_model=true, dimension_contract=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-182,Cohere Embed v3,https://docs.aws.amazon.com/bedrock/latest/userguide/model-parameters-embed-v3.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,retrieval=true;generation=true;bedrock_kb=true;embedding_model=true,"Controlled projection: retrieval=true, generation=true, bedrock_kb=true, embedding_model=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-183,S3 Vector indexの設定,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-create-index.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,s3_vectors=true,Controlled projection: s3_vectors=true,2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-184,高度な文書解析,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-advanced-parsing.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,retrieval=true;external_knowledge=true;attribution=true;chunking=true;multimodal=true;cost=true;bedrock_kb=true,"Controlled projection: retrieval=true, external_knowledge=true, attribution=true, chunking=true, multimodal=true, cost=true, bedrock_kb=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-185,custom transformation Lambda,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-custom-transformation.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,external_knowledge=true;chunking=true;bedrock_kb=true,"Controlled projection: external_knowledge=true, chunking=true, bedrock_kb=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-186,Knowledge Basesのchunking,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-chunking.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,retrieval=true;external_knowledge=true;citation=true;chunking=true;hierarchical=true;multimodal=true;dense=true;recall_metric=true;cost=true;bedrock_kb=true;s3_vectors=true;embedding_model=true;empirical_result=true,"Controlled projection: retrieval=true, external_knowledge=true, citation=true, chunking=true, hierarchical=true, multimodal=true, dense=true, recall_metric=true, cost=true, bedrock_kb=true, s3_vectors=true, embedding_model=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-187,KnowledgeBaseVectorSearchConfiguration API,https://docs.aws.amazon.com/bedrock/latest/APIReference/API_KnowledgeBaseVectorSearchConfiguration.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,retrieval=true;external_knowledge=true;bedrock_kb=true,"Controlled projection: retrieval=true, external_knowledge=true, bedrock_kb=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-188,RetrievalFilter API,https://docs.aws.amazon.com/bedrock/latest/APIReference/API_agent-runtime_RetrievalFilter.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,retrieval=true;external_knowledge=true;bedrock_kb=true;metadata_filter=true,"Controlled projection: retrieval=true, external_knowledge=true, bedrock_kb=true, metadata_filter=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-189,S3 Vectorsのmetadata filter,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-metadata-filtering.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,retrieval=true;lexical=true;evaluation=true;s3_vectors=true;metadata_filter=true,"Controlled projection: retrieval=true, lexical=true, evaluation=true, s3_vectors=true, metadata_filter=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-190,Bedrock reranker,https://docs.aws.amazon.com/bedrock/latest/userguide/rerank-use.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,retrieval=true;external_knowledge=true;rerank=true;bedrock_kb=true,"Controlled projection: retrieval=true, external_knowledge=true, rerank=true, bedrock_kb=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-191,対応状況,https://docs.aws.amazon.com/bedrock/latest/userguide/structured-output.html,A,OFFICIAL_SPEC_PAGE_INSPECTED,official_spec_page,citation=true;latency=true;cost=true;fault_tolerance=true;tool_use=true;structured_output=true;bedrock_kb=true,"Controlled projection: citation=true, latency=true, cost=true, fault_tolerance=true, tool_use=true, structured_output=true, bedrock_kb=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
